"iyear","imonth","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"2010","1","183","367","2.0055","100","0","730","3.9891","87","0"
"2010","2","285","526","1.8456","42","0","1176","4.1263","140","0"
"2010","3","224","436","1.9464","60","0","1186","5.2946","113","0"
"2010","4","260","536","2.0615","82","0","1236","4.7538","100","0"
"2010","5","311","557","1.7910","43","0","1452","4.6688","157","0"
"2010","6","227","313","1.3789","28","0","677","2.9824","61","0"
"2010","7","208","471","2.2644","106","0","1324","6.3654","301","0"
"2010","8","168","368","2.1905","43","0","829","4.9345","70","0"
"2010","9","260","337","1.2962","66","0","1179","4.5346","200","0"
"2010","10","193","350","1.8135","80","0","688","3.5648","75","0"
"2010","11","246","396","1.6098","96","0","712","2.8943","100","0"
"2010","12","188","338","1.7979","52","0","725","3.8564","72","0"
"2011","1","201","482","2.3980","61","0","1177","5.8557","168","0"
"2011","2","213","291","1.3662","49","0","751","3.5258","80","0"
"2011","3","231","469","2.0303","110","0","891","3.8571","101","0"
"2011","4","219","244","1.1142","17","0","708","3.2329","161","0"
"2011","5","239","405","1.6946","82","0","890","3.7238","140","0"
"2011","6","201","517","2.5721","56","0","952","4.7363","100","0"
"2011","7","183","341","1.8634","69","0","792","4.3279","100","0"
"2011","8","186","446","2.3978","57","0","1045","5.6183","123","0"
"2011","9","165","441","2.6727","47","0","1223","7.4121","94","0"
"2011","10","176","361","2.0511","101","0","851","4.8352","167","0"
"2011","11","289","392","1.3564","21","0","879","3.0415","80","0"
"2011","12","182","267","1.4670","37","0","574","3.1538","70","0"
"2012","1","362","831","2.2956","35","0","1108","3.0608","70","0"
"2012","2","273","560","2.0513","40","0","1204","4.4103","100","0"
"2012","3","352","524","1.4886","35","0","1538","4.3693","400","0"
"2012","4","383","544","1.4204","42","0","1023","2.6710","34","0"
"2012","5","391","576","1.4731","57","0","1765","4.5141","370","0"
"2012","6","316","570","1.8038","26","0","1146","3.6266","65","0"
"2012","7","312","566","1.8141","17","0","1082","3.4679","43","0"
"2012","8","307","546","1.7785","22","0","985","3.2085","67","0"
"2012","9","296","510","1.7230","17","0","1122","3.7905","70","0"
"2012","10","325","504","1.5508","22","0","1132","3.4831","100","0"
"2012","11","258","393","1.5233","36","0","1048","4.0620","90","0"
"2012","12","249","369","1.4819","21","0","701","2.8153","66","0"
"2013","1","424","953","2.2476","69","0","1745","4.1156","101","0"
"2013","2","350","764","2.1829","103","0","1274","3.6400","201","0"
"2013","3","324","631","1.9475","57","0","1244","3.8395","151","0"
"2013","4","403","557","1.3821","53","0","1594","3.9553","151","0"
"2013","5","488","961","1.9693","71","0","2321","4.7561","111","0"
"2013","6","370","870","2.3514","35","0","1405","3.7973","55","0"
"2013","7","446","984","2.2063","46","0","1920","4.3049","76","0"
"2013","8","398","856","2.1508","82","0","2157","5.4196","300","0"
"2013","9","442","1234","2.7919","87","0","2516","5.6923","201","0"
"2013","10","511","957","1.8728","40","0","1709","3.3444","66","0"
"2013","11","506","715","1.4130","18","0","1632","3.2253","76","0"
"2013","12","535","979","1.8299","68","0","2061","3.8523","215","0"
"2014","1","597","977","1.6365","52","0","1765","2.9564","70","0"
"2014","2","612","1180","1.9281","62","0","1984","3.2418","65","0"
"2014","3","656","1106","1.6860","51","0","1798","2.7409","153","0"
"2014","4","604","1424","2.3576","287","0","2532","4.1921","400","0"
"2014","5","702","1384","1.9715","59","0","2537","3.6140","94","0"
"2014","6","546","2080","3.8095","670","0","2291","4.1960","112","0"
"2014","7","771","2060","2.6719","298","0","2135","2.7691","93","0"
"2014","8","595","988","1.6605","67","0","1753","2.9462","80","0"
"2014","9","534","1050","1.9663","41","0","2258","4.2285","170","0"
"2014","10","536","1044","1.9478","46","0","1929","3.5989","150","0"
"2014","11","509","1259","2.4735","122","0","1925","3.7819","270","0"
"2014","12","469","1138","2.4264","158","0","1533","3.2687","121","0"
"2015","1","594","1041","1.7525","72","0","1934","3.2559","95","0"
"2015","2","501","860","1.7166","57","0","1638","3.2695","66","0"
"2015","3","483","1039","2.1511","40","0","1820","3.7681","88","0"
"2015","4","537","1131","2.1061","152","0","1720","3.2030","104","0"
"2015","5","516","1167","2.2616","86","0","1937","3.7539","127","0"
"2015","6","472","1374","2.9110","174","0","2174","4.6059","227","0"
"2015","7","485","1252","2.5814","121","0","2161","4.4557","130","0"
"2015","8","512","916","1.7891","68","0","2244","4.3828","400","0"
"2015","9","400","872","2.1800","50","0","2090","5.2250","101","0"
"2015","10","261","598","2.2912","224","0","734","2.8123","96","0"
"2015","11","237","444","1.8734","93","0","1118","4.7173","217","0"
"2015","12","278","455","1.6367","30","0","1061","3.8165","70","0"
"2016","1","338","578","1.7101","66","0","962","2.8462","100","0"
"2016","2","291","609","2.0928","38","0","1125","3.8660","112","0"
"2016","3","264","647","2.4508","79","0","3194","12.0985","1500","0"
"2016","4","303","788","2.6007","71","0","1373","4.5314","347","0"
"2016","5","282","475","1.6844","65","0","848","3.0071","87","0"
"2016","6","246","637","2.5894","50","0","1164","4.7317","235","0"
"2016","7","271","820","3.0258","383","0","995","3.6716","200","0"
"2016","8","320","733","2.2906","75","0","1616","5.0500","217","0"
"2016","9","375","511","1.3627","38","0","1016","2.7093","70","0"
"2016","10","302","1059","3.5066","154","0","1474","4.8808","161","0"
"2016","11","351","801","2.2821","98","0","1533","4.3675","128","0"
"2016","12","312","1076","3.4487","433","0","1219","3.9071","177","0"
"2017","1","216","657","3.0417","79","0","996","4.6111","69","0"
"2017","2","230","758","3.2957","91","0","1309","5.6913","351","0"
"2017","3","259","841","3.2471","230","0","1013","3.9112","136","0"
"2017","4","262","925","3.5305","266","0","860","3.2824","89","0"
"2017","5","310","886","2.8581","108","0","1603","5.1710","491","0"
"2017","6","290","716","2.4690","77","0","1130","3.8966","141","0"
"2017","7","277","438","1.5812","36","0","626","2.2599","51","0"
"2017","8","253","503","1.9881","34","0","790","3.1225","66","0"
"2017","9","242","427","1.7645","46","0","681","2.8140","47","0"
"2017","10","218","1298","5.9541","588","0","2040","9.3578","851","0"
"2017","11","183","783","4.2787","311","0","812","4.4372","140","0"
"2017","12","220","430","1.9545","51","0","622","2.8273","81","0"
"2018","1","261","608","2.3295","104","0","1107","4.2414","235","0"
"2018","2","213","369","1.7324","30","0","467","2.1925","40","0"
"2018","3","209","361","1.7273","44","0","392","1.8756","42","0"
"2018","4","214","603","2.8178","70","0","851","3.9766","135","0"
"2018","5","270","1086","4.0222","330","0","997","3.6926","116","0"
"2018","6","218","587","2.6927","37","0","497","2.2798","35","0"
"2018","7","222","609","2.7432","150","0","709","3.1937","186","0"
"2018","8","231","282","1.2208","51","0","485","2.0996","94","0"
"2018","9","196","295","1.5051","24","0","453","2.3112","46","0"
"2018","10","227","559","2.4626","83","0","654","2.8811","47","0"
"2018","11","198","638","3.2222","118","0","720","3.6364","94","0"
"2018","12","183","893","4.8798","339","0","513","2.8033","42","0"
