"timeid","iyear","imonth","iday"
"6022","1994","10","31"
"6023","1994","11","1"
"6024","1994","11","2"
"6025","1994","11","3"
"6026","1994","11","4"
"6027","1994","11","5"
"6028","1994","11","6"
"6029","1994","11","7"
"6030","1994","11","8"
"6031","1994","11","9"
"6032","1994","11","10"
"6033","1994","11","11"
"6034","1994","11","17"
"6035","1994","11","18"
"6036","1994","11","19"
"6037","1994","11","20"
"6038","1994","11","21"
"6039","1994","11","22"
"6040","1994","11","23"
"6041","1994","11","24"
"6042","1994","11","25"
"6043","1994","11","26"
"6044","1994","11","27"
"6045","1994","11","28"
"6046","1994","11","29"
"6047","1994","11","30"
"6048","1994","12","1"
"6049","1994","12","2"
"6050","1994","12","3"
"6051","1994","12","4"
"6052","1994","12","5"
"6053","1994","12","6"
"6054","1994","12","7"
"6055","1994","12","8"
"6056","1994","12","9"
"6057","1994","12","10"
"6058","1994","12","11"
"6059","1994","12","12"
"6060","1994","12","13"
"6061","1994","12","14"
"6062","1994","12","15"
"6063","1994","12","16"
"6064","1994","12","17"
"6065","1994","12","18"
"6066","1994","12","19"
"6067","1994","12","20"
"6068","1994","12","21"
"6069","1994","12","22"
"6070","1994","12","23"
"6071","1994","12","24"
"6072","1994","12","25"
"6073","1994","12","26"
"6074","1994","12","27"
"6075","1994","12","30"
"6076","1994","12","31"
"6077","1995","1","1"
"6078","1995","1","2"
"6079","1995","1","3"
"6080","1995","1","4"
"6081","1995","1","5"
"6082","1995","1","6"
"6083","1995","1","7"
"6084","1995","1","8"
"6085","1995","1","9"
"6086","1995","1","10"
"6087","1995","1","11"
"6088","1995","1","12"
"6089","1995","1","13"
"6090","1995","1","14"
"6091","1995","1","15"
"6092","1995","1","16"
"6093","1995","1","17"
"6094","1995","1","18"
"6095","1995","1","19"
"6096","1995","1","20"
"6097","1995","1","21"
"6098","1995","1","22"
"6099","1995","1","23"
"6100","1995","1","24"
"6101","1995","1","25"
"6102","1995","1","26"
"6103","1995","1","27"
"6104","1995","1","28"
"6105","1995","1","29"
"6106","1995","1","30"
"6107","1995","2","1"
"6108","1995","2","2"
"6109","1995","2","3"
"6110","1995","2","4"
"6111","1995","2","5"
"6112","1995","2","6"
"6113","1995","2","7"
"6114","1995","2","8"
"6115","1995","2","9"
"6116","1995","2","10"
"6117","1995","2","11"
"6118","1995","2","12"
"6119","1995","2","13"
"6120","1995","2","14"
"6121","1995","2","15"
"6122","1995","2","16"
"6123","1995","2","17"
"6124","1995","2","19"
"6125","1995","2","20"
"6126","1995","2","21"
"6127","1995","2","22"
"6128","1995","2","23"
"6129","1995","2","24"
"6130","1995","2","25"
"6131","1995","2","26"
"6132","1995","2","27"
"6133","1995","2","28"
"6134","1995","3","1"
"6135","1995","3","2"
"6136","1995","3","3"
"6137","1995","3","4"
"6138","1995","3","5"
"6139","1995","3","6"
"6140","1995","3","7"
"6141","1995","3","8"
"6142","1995","3","9"
"6143","1995","3","10"
"6144","1995","3","11"
"6145","1995","3","12"
"6146","1995","3","13"
"6147","1995","3","14"
"6148","1995","3","16"
"6149","1995","3","17"
"6150","1995","3","18"
"6151","1995","3","19"
"6152","1995","3","20"
"6153","1995","3","21"
"6154","1995","3","22"
"6155","1995","3","23"
"6156","1995","3","24"
"6157","1995","3","25"
"6158","1995","3","26"
"6159","1995","3","27"
"6160","1995","3","28"
"6161","1995","3","29"
"6162","1995","3","31"
"6163","1995","4","1"
"6164","1995","4","2"
"6165","1995","4","3"
"6166","1995","4","4"
"6167","1995","4","5"
"6168","1995","4","6"
"6169","1995","4","7"
"6170","1995","4","8"
"6171","1995","4","9"
"6172","1995","4","10"
"6173","1995","4","11"
"6174","1995","11","4"
"6175","1995","4","13"
"6176","1995","4","14"
"6177","1995","4","15"
"6178","1995","4","16"
"6179","1995","4","17"
"6180","1995","4","18"
"6181","1995","4","19"
"6182","1995","4","20"
"6183","1995","4","21"
"6184","1995","4","22"
"6185","1995","4","23"
"6186","1995","4","24"
"6187","1995","4","25"
"6188","1995","4","26"
"6189","1995","4","27"
"6190","1995","4","28"
"6191","1995","4","29"
"6192","1995","5","1"
"6193","1995","5","2"
"6194","1995","5","3"
"6195","1995","5","4"
"6196","1995","5","14"
"6197","1995","5","15"
"6198","1995","5","16"
"6199","1995","5","17"
"6200","1995","5","18"
"6201","1995","5","19"
"6202","1995","5","20"
"6203","1995","5","21"
"6204","1995","5","22"
"6205","1995","5","23"
"6206","1995","5","25"
"6207","1995","5","26"
"6208","1995","5","27"
"6209","1995","5","28"
"6210","1995","5","29"
"6211","1995","5","30"
"6212","1995","5","31"
"6213","1995","6","1"
"6214","1995","6","2"
"6215","1995","6","3"
"6216","1995","6","4"
"6217","1995","6","5"
"6218","1995","6","6"
"6219","1995","6","7"
"6220","1995","6","8"
"6221","1995","6","9"
"6222","1995","6","10"
"6223","1995","6","12"
"6224","1995","6","13"
"6225","1995","6","14"
"6226","1995","6","15"
"6227","1995","6","17"
"6228","1995","6","18"
"6229","1995","6","19"
"6230","1995","6","20"
"6231","1995","6","21"
"6232","1995","6","22"
"6233","1995","6","24"
"6234","1995","6","25"
"6235","1995","6","26"
"6236","1995","6","27"
"6237","1995","6","28"
"6238","1995","6","29"
"6239","1995","6","30"
"6240","1995","7","1"
"6241","1995","7","2"
"6242","1995","7","3"
"6243","1995","7","4"
"6244","1995","7","5"
"6245","1995","7","6"
"6246","1995","7","7"
"6247","1995","7","8"
"6248","1995","7","9"
"6249","1995","7","10"
"6250","1995","7","11"
"6251","1995","7","12"
"6252","1995","7","13"
"6253","1995","7","14"
"6254","1995","7","15"
"6255","1995","7","16"
"6256","1995","7","17"
"6257","1995","7","18"
"6258","1995","7","19"
"6259","1995","7","20"
"6260","1995","7","21"
"6261","1995","7","22"
"6262","1995","7","23"
"6263","1995","7","25"
"6264","1995","7","26"
"6265","1995","7","27"
"6266","1995","7","28"
"6267","1995","7","29"
"6268","1995","7","30"
"6269","1995","8","1"
"6270","1995","8","2"
"6271","1995","8","3"
"6272","1995","8","4"
"6273","1995","8","5"
"6274","1995","8","6"
"6275","1995","8","8"
"6276","1995","8","9"
"6277","1995","8","10"
"6278","1995","8","12"
"6279","1995","8","13"
"6280","1995","8","14"
"6281","1995","8","15"
"6282","1995","8","16"
"6283","1995","8","18"
"6284","1995","8","19"
"6285","1995","8","20"
"6286","1995","8","21"
"6287","1995","8","22"
"6288","1995","8","23"
"6289","1995","8","24"
"6290","1995","8","25"
"6291","1995","8","26"
"6292","1995","8","27"
"6293","1995","8","28"
"6294","1995","8","29"
"6295","1995","8","30"
"6296","1995","9","1"
"6297","1995","9","2"
"6298","1995","9","3"
"6299","1995","9","4"
"6300","1995","9","5"
"6301","1995","9","6"
"6302","1995","9","7"
"6303","1995","9","8"
"6304","1995","9","9"
"6305","1995","9","10"
"6306","1995","9","11"
"6307","1995","9","12"
"6308","1995","9","13"
"6309","1995","9","14"
"6310","1995","9","15"
"6311","1995","9","17"
"6312","1995","9","18"
"6313","1995","9","25"
"6314","1995","9","26"
"6315","1995","9","27"
"6316","1995","9","28"
"6317","1995","9","29"
"6318","1995","9","30"
"6319","1995","10","1"
"6320","1995","10","2"
"6321","1995","10","3"
"6322","1995","10","4"
"6323","1995","10","5"
"6324","1995","10","6"
"6325","1995","10","7"
"6326","1995","10","9"
"6327","1995","10","10"
"6328","1995","10","11"
"6329","1995","10","12"
"6330","1995","10","13"
"6331","1995","10","14"
"6332","1995","10","15"
"6333","1995","10","16"
"6334","1995","10","17"
"6335","1995","10","18"
"6336","1995","10","19"
"6337","1995","10","20"
"6338","1995","10","21"
"6339","1995","10","22"
"6340","1995","10","23"
"6341","1995","10","24"
"6342","1995","10","25"
"6343","1995","10","26"
"6344","1995","10","27"
"6345","1995","10","28"
"6346","1995","10","29"
"6347","1995","10","30"
"6348","1995","10","31"
"6349","1995","11","1"
"6350","1995","11","2"
"6351","1995","11","3"
"6352","1995","11","5"
"6353","1995","11","6"
"6354","1995","11","7"
"6355","1995","11","9"
"6356","1995","11","10"
"6357","1995","11","11"
"6358","1995","11","12"
"6359","1995","11","13"
"6360","1995","11","14"
"6361","1995","11","15"
"6362","1995","11","16"
"6363","1995","11","17"
"6364","1995","11","18"
"6365","1995","11","19"
"6366","1995","11","20"
"6367","1995","11","21"
"6368","1995","11","22"
"6369","1995","11","24"
"6370","1995","11","26"
"6371","1995","11","27"
"6372","1995","11","28"
"6373","1995","11","29"
"6374","1995","11","30"
"6375","1995","12","1"
"6376","1995","12","2"
"6377","1995","12","3"
"6378","1995","12","4"
"6379","1995","12","5"
"6380","1995","12","6"
"6381","1995","12","7"
"6382","1995","12","8"
"6383","1995","12","9"
"6384","1995","12","10"
"6385","1995","12","11"
"6386","1995","12","12"
"6387","1995","12","13"
"6388","1995","12","14"
"6389","1995","12","15"
"6390","1995","12","16"
"6391","1995","12","17"
"6392","1995","12","18"
"6393","1995","12","19"
"6394","1995","12","21"
"6395","1995","12","22"
"6396","1995","12","23"
"6397","1995","12","24"
"6398","1995","12","25"
"6399","1995","12","26"
"6400","1995","12","27"
"6401","1995","12","28"
"6402","1995","12","29"
"6403","1995","12","30"
"6404","1995","12","31"
"6405","1996","1","1"
"6406","1996","1","2"
"6407","1996","1","3"
"6408","1996","1","4"
"6409","1996","1","5"
"6410","1996","1","6"
"6411","1996","1","7"
"6412","1996","1","8"
"6413","1996","1","9"
"6414","1996","1","10"
"6415","1996","1","11"
"6416","1996","1","13"
"6417","1996","1","14"
"6418","1996","1","15"
"6419","1996","1","16"
"6420","1996","1","17"
"6421","1996","1","18"
"6422","1996","1","19"
"6423","1996","1","20"
"6424","1996","1","21"
"6425","1996","1","22"
"6426","1996","1","23"
"6427","1996","1","24"
"6428","1996","1","25"
"6429","1996","1","26"
"6430","1996","1","27"
"6431","1996","1","28"
"6432","1996","1","29"
"6433","1996","1","30"
"6434","1996","1","31"
"6435","1996","2","1"
"6436","1996","2","2"
"6437","1996","2","3"
"6438","1996","2","4"
"6439","1996","2","5"
"6440","1996","2","6"
"6441","1996","2","7"
"6442","1996","2","8"
"6443","1996","2","9"
"6444","1996","2","10"
"6445","1996","2","11"
"6446","1996","2","12"
"6447","1996","2","13"
"6448","1996","2","14"
"6449","1996","2","15"
"6450","1996","2","16"
"6451","1996","2","17"
"6452","1996","2","18"
"6453","1996","2","19"
"6454","1996","2","20"
"6455","1996","2","21"
"6456","1996","2","22"
"6457","1996","2","23"
"6458","1996","2","24"
"6459","1996","2","25"
"6460","1996","2","26"
"6461","1996","2","27"
"6462","1996","3","14"
"6463","1996","3","15"
"6464","1996","3","16"
"6465","1996","3","17"
"6466","1996","3","18"
"6467","1996","3","19"
"6468","1996","3","20"
"6469","1996","3","21"
"6470","1996","3","22"
"6471","1996","3","23"
"6472","1996","3","24"
"6473","1996","3","25"
"6474","1996","3","26"
"6475","1996","3","27"
"6476","1996","3","28"
"6477","1996","3","29"
"6478","1996","3","30"
"6479","1996","4","1"
"6480","1996","4","3"
"6481","1996","4","4"
"6482","1996","4","5"
"6483","1996","4","6"
"6484","1996","4","7"
"6485","1996","4","8"
"6486","1996","4","9"
"6487","1996","4","10"
"6488","1996","4","11"
"6489","1996","4","12"
"6490","1996","4","13"
"6491","1996","4","14"
"6492","1996","4","15"
"6493","1996","4","16"
"6494","1996","4","17"
"6495","1996","4","18"
"6496","1996","4","19"
"6497","1996","4","20"
"6498","1996","4","21"
"6499","1996","4","22"
"6500","1996","4","23"
"6501","1996","4","24"
"6502","1996","4","25"
"6503","1996","4","26"
"6504","1996","4","27"
"6505","1996","4","28"
"6506","1996","4","29"
"6507","1996","4","30"
"6508","1996","5","0"
"6509","1996","5","1"
"6510","1996","5","2"
"6511","1996","5","3"
"6512","1996","5","4"
"6513","1996","5","5"
"6514","1996","5","6"
"6515","1996","5","7"
"6516","1996","5","8"
"6517","1996","5","9"
"6518","1996","5","10"
"6519","1996","5","11"
"6520","1996","5","12"
"6521","1996","5","13"
"6522","1996","5","14"
"6523","1996","5","15"
"6524","1996","5","17"
"6525","1996","5","18"
"6526","1996","5","19"
"6527","1996","5","20"
"6528","1996","5","21"
"6529","1996","5","22"
"6530","1996","5","23"
"6531","1996","5","24"
"6532","1996","5","25"
"6533","1996","5","26"
"6534","1996","5","27"
"6535","1996","5","28"
"6536","1996","5","29"
"6537","1996","5","30"
"6538","1996","5","31"
"6539","1996","6","0"
"6540","1996","6","1"
"6541","1996","6","2"
"6542","1996","6","3"
"6543","1996","6","4"
"6544","1996","6","5"
"6545","1996","6","6"
"6546","1996","6","7"
"6547","1996","6","8"
"6548","1996","6","9"
"6549","1996","6","10"
"6550","1996","6","11"
"6551","1996","6","12"
"6552","1996","6","13"
"6553","1996","6","14"
"6554","1996","6","15"
"6555","1996","6","17"
"6556","1996","6","18"
"6557","1996","6","19"
"6558","1996","6","20"
"6559","1996","6","21"
"6560","1996","6","22"
"6561","1996","6","23"
"6562","1996","6","24"
"6563","1996","6","25"
"6564","1996","6","26"
"6565","1996","6","27"
"6566","1996","6","28"
"6567","1996","6","29"
"6568","1996","6","30"
"6569","1996","7","1"
"6570","1996","7","2"
"6571","1996","7","3"
"6572","1996","7","4"
"6573","1996","7","6"
"6574","1996","7","7"
"6575","1996","7","9"
"6576","1996","7","10"
"6577","1996","7","11"
"6578","1996","7","12"
"6579","1996","7","13"
"6580","1996","7","14"
"6581","1996","7","15"
"6582","1996","7","16"
"6583","1996","7","17"
"6584","1996","7","19"
"6585","1996","7","20"
"6586","1996","7","21"
"6587","1996","7","22"
"6588","1996","7","23"
"6589","1996","7","24"
"6590","1996","7","25"
"6591","1996","7","26"
"6592","1996","7","27"
"6593","1996","7","28"
"6594","1996","7","29"
"6595","1996","7","30"
"6596","1996","7","31"
"6597","1996","8","0"
"6598","1996","8","1"
"6599","1996","8","2"
"6600","1996","8","3"
"6601","1996","8","4"
"6602","1996","8","5"
"6603","1996","8","6"
"6604","1996","8","7"
"6605","1996","8","8"
"6606","1996","8","9"
"6607","1996","8","10"
"6608","1996","8","11"
"6609","1996","8","12"
"6610","1996","8","13"
"6611","1996","8","14"
"6612","1996","8","15"
"6613","1996","8","16"
"6614","1996","8","17"
"6615","1996","8","18"
"6616","1996","8","19"
"6617","1996","8","20"
"6618","1996","8","21"
"6619","1996","8","22"
"6620","1996","8","23"
"6621","1996","8","24"
"6622","1996","8","25"
"6623","1996","8","26"
"6624","1996","8","27"
"6625","1996","8","28"
"6626","1996","8","29"
"6627","1996","8","30"
"6628","1996","8","31"
"6629","1996","9","1"
"6630","1996","9","2"
"6631","1996","9","3"
"6632","1996","9","4"
"6633","1996","9","5"
"6634","1996","9","6"
"6635","1996","9","7"
"6636","1996","9","15"
"6637","1996","9","16"
"6638","1996","9","17"
"6639","1996","9","18"
"6640","1996","9","19"
"6641","1996","9","20"
"6642","1996","9","21"
"6643","1996","9","22"
"6644","1996","9","23"
"6645","1996","9","24"
"6646","1996","9","25"
"6647","1996","9","26"
"6648","1996","9","27"
"6649","1996","9","28"
"6650","1996","9","29"
"6651","1996","9","30"
"6652","1996","10","0"
"6653","1996","10","1"
"6654","1996","10","2"
"6655","1996","10","3"
"6656","1996","10","4"
"6657","1996","10","5"
"6658","1996","10","6"
"6659","1996","10","7"
"6660","1996","10","8"
"6661","1996","10","9"
"6662","1996","10","10"
"6663","1996","10","11"
"6664","1996","10","12"
"6665","1996","10","13"
"6666","1996","10","14"
"6667","1996","10","15"
"6668","1996","10","17"
"6669","1996","10","19"
"6670","1996","10","20"
"6671","1996","10","21"
"6672","1996","10","22"
"6673","1996","10","23"
"6674","1996","10","24"
"6675","1996","10","25"
"6676","1996","10","26"
"6677","1996","10","27"
"6678","1996","10","28"
"6679","1996","10","29"
"6680","1996","10","30"
"6681","1996","10","31"
"6682","1996","11","0"
"6683","1996","11","1"
"6684","1996","11","4"
"6685","1996","11","5"
"6686","1996","11","6"
"6687","1996","11","7"
"6688","1996","11","9"
"6689","1996","11","10"
"6690","1996","11","11"
"6691","1996","11","12"
"6692","1996","11","13"
"6693","1996","11","14"
"6694","1996","11","15"
"6695","1996","11","16"
"6696","1996","11","17"
"6697","1996","11","18"
"6698","1996","11","19"
"6699","1996","11","20"
"6700","1996","11","21"
"6701","1996","11","22"
"6702","1996","11","23"
"6703","1996","11","24"
"6704","1996","11","25"
"6705","1996","11","26"
"6706","1996","11","27"
"6707","1996","11","28"
"6708","1996","11","29"
"6709","1996","11","30"
"6710","1996","12","0"
"6711","1996","12","1"
"6712","1996","12","2"
"6713","1996","12","3"
"6714","1996","12","4"
"6715","1996","12","5"
"6716","1996","12","6"
"6717","1996","12","7"
"6718","1996","12","8"
"6719","1996","12","9"
"6720","1996","12","10"
"6721","1996","12","11"
"6722","1996","12","12"
"6723","1996","12","13"
"6724","1996","12","14"
"6725","1996","12","15"
"6726","1996","12","16"
"6727","1996","12","17"
"6728","1996","12","18"
"6729","1996","12","19"
"6730","1996","12","20"
"6731","1996","12","21"
"6732","1996","12","22"
"6733","1996","12","23"
"6734","1996","12","24"
"6735","1996","12","25"
"6736","1996","12","26"
"6737","1996","12","27"
"6738","1996","12","28"
"6739","1996","12","29"
"6740","1996","12","30"
"6741","1996","12","31"
"6742","1997","1","1"
"6743","1997","1","4"
"6744","1997","1","5"
"6745","1997","1","6"
"6746","1997","1","7"
"6747","1997","1","8"
"6748","1997","1","9"
"6749","1997","1","10"
"6750","1997","1","11"
"6751","1997","1","12"
"6752","1997","1","13"
"6753","1997","1","14"
"6754","1997","1","15"
"6755","1997","1","16"
"6756","1997","1","17"
"6757","1997","1","18"
"6758","1997","1","19"
"6759","1997","1","20"
"6760","1997","1","21"
"6761","1997","1","22"
"6762","1997","1","23"
"6763","1997","1","24"
"6764","1997","1","25"
"6765","1997","1","26"
"6766","1997","1","27"
"6767","1997","1","28"
"6768","1997","1","30"
"6769","1997","1","31"
"6770","1997","2","1"
"6771","1997","2","2"
"6772","1997","2","3"
"6773","1997","2","4"
"6774","1997","2","5"
"6775","1997","2","7"
"6776","1997","2","8"
"6777","1997","2","9"
"6778","1997","2","10"
"6779","1997","2","11"
"6780","1997","2","12"
"6781","1997","2","13"
"6782","1997","2","14"
"6783","1997","2","15"
"6784","1997","2","16"
"6785","1997","2","17"
"6786","1997","2","18"
"6787","1997","2","19"
"6788","1997","2","20"
"6789","1997","2","21"
"6790","1997","2","23"
"6791","1997","2","24"
"6792","1997","2","25"
"6793","1997","2","26"
"6794","1997","2","27"
"6795","1997","2","28"
"6796","1997","3","1"
"6797","1997","3","2"
"6798","1997","3","3"
"6799","1997","3","4"
"6800","1997","3","5"
"6801","1997","3","6"
"6802","1997","3","7"
"6803","1997","3","9"
"6804","1997","3","10"
"6805","1997","3","11"
"6806","1997","3","15"
"6807","1997","3","16"
"6808","1997","3","17"
"6809","1997","3","18"
"6810","1997","3","19"
"6811","1997","3","20"
"6812","1997","3","21"
"6813","1997","3","22"
"6814","1997","3","23"
"6815","1997","3","24"
"6816","1997","3","25"
"6817","1997","3","26"
"6818","1997","3","27"
"6819","1997","3","28"
"6820","1997","3","29"
"6821","1997","3","30"
"6822","1997","3","31"
"6823","1997","4","1"
"6824","1997","4","2"
"6825","1997","4","3"
"6826","1997","4","4"
"6827","1997","4","5"
"6828","1997","4","6"
"6829","1997","4","7"
"6830","1997","4","8"
"6831","1997","4","9"
"6832","1997","4","10"
"6833","1997","4","11"
"6834","1997","4","12"
"6835","1997","4","13"
"6836","1997","4","14"
"6837","1997","4","15"
"6838","1997","4","16"
"6839","1997","4","17"
"6840","1997","4","18"
"6841","1997","4","19"
"6842","1997","4","20"
"6843","1997","4","21"
"6844","1997","4","22"
"6845","1997","4","23"
"6846","1997","4","24"
"6847","1997","4","25"
"6848","1997","4","26"
"6849","1997","4","27"
"6850","1997","4","28"
"6851","1997","4","29"
"6852","1997","4","30"
"6853","1997","5","1"
"6854","1997","5","2"
"6855","1997","5","3"
"6856","1997","5","5"
"6857","1997","5","6"
"6858","1997","5","8"
"6859","1997","5","9"
"6860","1997","5","10"
"6861","1997","5","11"
"6862","1997","5","12"
"6863","1997","5","13"
"6864","1997","5","14"
"6865","1997","5","15"
"6866","1997","5","16"
"6867","1997","5","17"
"6868","1997","5","18"
"6869","1997","5","19"
"6870","1997","5","20"
"6871","1997","5","21"
"6872","1997","5","22"
"6873","1997","5","25"
"6874","1997","5","26"
"6875","1997","5","27"
"6876","1997","5","28"
"6877","1997","5","29"
"6878","1997","5","30"
"6879","1997","5","31"
"6880","1997","6","1"
"6881","1997","6","2"
"6882","1997","6","3"
"6883","1997","6","4"
"6884","1997","6","5"
"6885","1997","6","6"
"6886","1997","6","7"
"6887","1997","6","8"
"6888","1997","6","9"
"6889","1997","6","10"
"6890","1997","6","11"
"6891","1997","6","12"
"6892","1997","6","13"
"6893","1997","6","14"
"6894","1997","6","15"
"6895","1997","6","16"
"6896","1997","6","17"
"6897","1997","6","18"
"6898","1997","6","19"
"6899","1997","6","20"
"6900","1997","6","21"
"6901","1997","6","22"
"6902","1997","6","23"
"6903","1997","6","24"
"6904","1997","6","25"
"6905","1997","6","26"
"6906","1997","6","27"
"6907","1997","6","28"
"6908","1997","6","29"
"6909","1997","6","30"
"6910","1997","7","1"
"6911","1997","7","2"
"6912","1997","7","3"
"6913","1997","7","4"
"6914","1997","7","5"
"6915","1997","7","6"
"6916","1997","7","7"
"6917","1997","7","8"
"6918","1997","7","9"
"6919","1997","7","10"
"6920","1997","7","11"
"6921","1997","7","12"
"6922","1997","7","13"
"6923","1997","7","14"
"6924","1997","7","15"
"6925","1997","7","16"
"6926","1997","7","17"
"6927","1997","7","18"
"6928","1997","7","19"
"6929","1997","7","20"
"6930","1997","7","21"
"6931","1997","7","22"
"6932","1997","7","23"
"6933","1997","7","24"
"6934","1997","7","25"
"6935","1997","7","26"
"6936","1997","7","27"
"6937","1997","7","28"
"6938","1997","7","29"
"6939","1997","7","30"
"6940","1997","7","31"
"6941","1997","8","1"
"6942","1997","8","2"
"6943","1997","8","3"
"6944","1997","8","4"
"6945","1997","8","5"
"6946","1997","8","6"
"6947","1997","8","7"
"6948","1997","8","8"
"6949","1997","8","9"
"6950","1997","8","10"
"6951","1997","8","11"
"6952","1997","8","12"
"6953","1997","8","13"
"6954","1997","8","14"
"6955","1997","8","15"
"6956","1997","8","16"
"6957","1997","8","17"
"6958","1997","8","18"
"6959","1997","8","19"
"6960","1997","8","20"
"6961","1997","8","23"
"6962","1997","8","24"
"6963","1997","8","25"
"6964","1997","8","26"
"6965","1997","8","27"
"6966","1997","8","28"
"6967","1997","8","29"
"6968","1997","8","30"
"6969","1997","8","31"
"6970","1997","9","1"
"6971","1997","9","2"
"6972","1997","9","3"
"6973","1997","9","6"
"6974","1997","9","7"
"6975","1997","9","8"
"6976","1997","9","9"
"6977","1997","9","10"
"6978","1997","9","11"
"6979","1997","9","12"
"6980","1997","9","13"
"6981","1997","9","14"
"6982","1997","9","15"
"6983","1997","9","16"
"6984","1997","9","17"
"6985","1997","9","18"
"6986","1997","9","19"
"6987","1997","9","20"
"6988","1997","9","21"
"6989","1997","9","22"
"6990","1997","9","23"
"6991","1997","9","24"
"6992","1997","9","25"
"6993","1997","9","26"
"6994","1997","9","27"
"6995","1997","9","28"
"6996","1997","9","29"
"6997","1997","9","30"
"6998","1997","10","1"
"6999","1997","10","2"
"7000","1997","10","3"
"7001","1997","10","4"
"7002","1997","10","5"
"7003","1997","10","6"
"7004","1997","10","7"
"7005","1997","10","8"
"7006","1997","10","9"
"7007","1997","10","10"
"7008","1997","10","11"
"7009","1997","10","12"
"7010","1997","10","13"
"7011","1997","10","14"
"7012","1997","10","15"
"7013","1997","10","16"
"7014","1997","10","17"
"7015","1997","10","18"
"7016","1997","10","19"
"7017","1997","10","21"
"7018","1997","10","22"
"7019","1997","10","23"
"7020","1997","10","24"
"7021","1997","10","25"
"7022","1997","10","26"
"7023","1997","10","27"
"7024","1997","10","28"
"7025","1997","10","29"
"7026","1997","10","30"
"7027","1997","10","31"
"7028","1997","11","1"
"7029","1997","11","2"
"7030","1997","11","3"
"7031","1997","11","4"
"7032","1997","11","5"
"7033","1997","11","6"
"7034","1997","11","7"
"7035","1997","11","8"
"7036","1997","11","9"
"7037","1997","11","10"
"7038","1997","11","11"
"7039","1997","11","12"
"7040","1997","11","13"
"7041","1997","11","14"
"7042","1997","11","15"
"7043","1997","11","16"
"7044","1997","11","17"
"7045","1997","11","18"
"7046","1997","11","19"
"7047","1997","11","20"
"7048","1997","11","21"
"7049","1997","11","22"
"7050","1997","11","23"
"7051","1997","11","25"
"7052","1997","11","26"
"7053","1997","11","27"
"7054","1997","11","28"
"7055","1997","11","29"
"7056","1997","11","30"
"7057","1997","12","1"
"7058","1997","12","2"
"7059","1997","12","3"
"7060","1997","12","4"
"7061","1997","12","5"
"7062","1997","12","6"
"7063","1997","12","8"
"7064","1997","12","9"
"7065","1997","12","10"
"7066","1997","12","11"
"7067","1997","12","12"
"7068","1997","12","13"
"7069","1997","12","14"
"7070","1997","12","16"
"7071","1997","12","17"
"7072","1997","12","18"
"7073","1997","12","19"
"7074","1997","12","20"
"7075","1997","12","21"
"7076","1997","12","22"
"7077","1997","12","23"
"7078","1997","12","24"
"7079","1997","12","25"
"7080","1997","12","26"
"7081","1997","12","27"
"7082","1997","12","28"
"7083","1997","12","29"
"7084","1997","12","30"
"7085","1997","12","31"
"7086","1998","1","1"
"7087","1998","1","2"
"7088","1998","1","5"
"7089","1998","1","6"
"7090","1998","1","9"
"7091","1998","1","11"
"7092","1998","1","14"
"7093","1998","1","15"
"7094","1998","1","17"
"7095","1998","1","19"
"7096","1998","1","20"
"7097","1998","1","21"
"7098","1998","1","25"
"7099","1998","1","26"
"7100","1998","1","27"
"7101","1998","1","28"
"7102","1998","1","29"
"7103","1998","2","2"
"7104","1998","2","3"
"7105","1998","2","4"
"7106","1998","2","5"
"7107","1998","2","6"
"7108","1998","2","7"
"7109","1998","2","11"
"7110","1998","2","12"
"7111","1998","2","13"
"7112","1998","2","14"
"7113","1998","2","19"
"7114","1998","2","20"
"7115","1998","2","21"
"7116","1998","2","24"
"7117","1998","2","25"
"7118","1998","2","26"
"7119","1998","2","27"
"7120","1998","2","28"
"7121","1998","3","1"
"7122","1998","3","3"
"7123","1998","3","4"
"7124","1998","3","5"
"7125","1998","3","7"
"7126","1998","3","9"
"7127","1998","3","10"
"7128","1998","3","11"
"7129","1998","3","12"
"7130","1998","3","13"
"7131","1998","3","14"
"7132","1998","3","16"
"7133","1998","3","17"
"7134","1998","3","18"
"7135","1998","3","22"
"7136","1998","3","23"
"7137","1998","3","24"
"7138","1998","3","26"
"7139","1998","3","27"
"7140","1998","3","29"
"7141","1998","3","30"
"7142","1998","3","31"
"7143","1998","4","1"
"7144","1998","4","2"
"7145","1998","4","4"
"7146","1998","4","5"
"7147","1998","4","6"
"7148","1998","4","7"
"7149","1998","4","8"
"7150","1998","4","9"
"7151","1998","4","10"
"7152","1998","4","14"
"7153","1998","4","17"
"7154","1998","4","19"
"7155","1998","4","21"
"7156","1998","4","22"
"7157","1998","4","23"
"7158","1998","4","26"
"7159","1998","4","28"
"7160","1998","4","30"
"7161","1998","5","1"
"7162","1998","5","3"
"7163","1998","5","4"
"7164","1998","5","5"
"7165","1998","5","7"
"7166","1998","5","8"
"7167","1998","5","9"
"7168","1998","5","10"
"7169","1998","5","11"
"7170","1998","5","13"
"7171","1998","5","14"
"7172","1998","5","17"
"7173","1998","5","20"
"7174","1998","5","21"
"7175","1998","5","22"
"7176","1998","5","26"
"7177","1998","5","27"
"7178","1998","6","2"
"7179","1998","6","3"
"7180","1998","6","4"
"7181","1998","6","5"
"7182","1998","6","8"
"7183","1998","6","9"
"7184","1998","6","11"
"7185","1998","6","14"
"7186","1998","6","15"
