"lid","country","region","provstate","city"
"5200","El Salvador","Central America & Caribbean","La Paz","San Juan Tepezontes"
"5201","El Salvador","Central America & Caribbean","La Paz","San Luis Talpa"
"5202","El Salvador","Central America & Caribbean","La Paz","San Pedro Masahuat"
"5203","El Salvador","Central America & Caribbean","La Paz","San Pedro Nonualco"
"5204","El Salvador","Central America & Caribbean","La Paz","San Rafael Obrajuelo"
"5205","El Salvador","Central America & Caribbean","La Paz","Santa Cruz Loma"
"5206","El Salvador","Central America & Caribbean","La Paz","Santa Maria Ostuma"
"5207","El Salvador","Central America & Caribbean","La Paz","Sitio Viejo"
"5208","El Salvador","Central America & Caribbean","La Paz","Unknown"
"5209","El Salvador","Central America & Caribbean","La Paz","Zacatecoluca"
"5210","El Salvador","Central America & Caribbean","La Union","Albornoz Arriba"
"5211","El Salvador","Central America & Caribbean","La Union","Anamoros"
"5212","El Salvador","Central America & Caribbean","La Union","Cerro La Torrecilla"
"5213","El Salvador","Central America & Caribbean","La Union","Cerro Ocotillo"
"5214","El Salvador","Central America & Caribbean","La Union","Cerro Tempisque"
"5215","El Salvador","Central America & Caribbean","La Union","Concepcion de Oriente"
"5216","El Salvador","Central America & Caribbean","La Union","Conchagua"
"5217","El Salvador","Central America & Caribbean","La Union","El Amatillo"
"5218","El Salvador","Central America & Caribbean","La Union","El Carmen"
"5219","El Salvador","Central America & Caribbean","La Union","El Rincon"
"5220","El Salvador","Central America & Caribbean","La Union","El Roble"
"5221","El Salvador","Central America & Caribbean","La Union","El Tablon"
"5222","El Salvador","Central America & Caribbean","La Union","El Volcancillo"
"5223","El Salvador","Central America & Caribbean","La Union","El Zapotal"
"5224","El Salvador","Central America & Caribbean","La Union","Honduritas"
"5225","El Salvador","Central America & Caribbean","La Union","Intipuca"
"5226","El Salvador","Central America & Caribbean","La Union","La Union"
"5227","El Salvador","Central America & Caribbean","La Union","Las Marias"
"5228","El Salvador","Central America & Caribbean","La Union","Lislique"
"5229","El Salvador","Central America & Caribbean","La Union","Los Amates"
"5230","El Salvador","Central America & Caribbean","La Union","Nueva Esparta"
"5231","El Salvador","Central America & Caribbean","La Union","Poloros"
"5232","El Salvador","Central America & Caribbean","La Union","San Alejo"
"5233","El Salvador","Central America & Caribbean","La Union","San Carlos"
"5234","El Salvador","Central America & Caribbean","La Union","Santa Cruz"
"5235","El Salvador","Central America & Caribbean","La Union","Santa Rosa de Lima"
"5236","El Salvador","Central America & Caribbean","La Union","Socorro"
"5237","El Salvador","Central America & Caribbean","La Unión","Unknown"
"5238","El Salvador","Central America & Caribbean","Morazan","Arambala"
"5239","El Salvador","Central America & Caribbean","Morazan","Cacaopera"
"5240","El Salvador","Central America & Caribbean","Morazan","Cerro Cacahuatique"
"5241","El Salvador","Central America & Caribbean","Morazan","Chilanga"
"5242","El Salvador","Central America & Caribbean","Morazan","Corinto"
"5243","El Salvador","Central America & Caribbean","Morazan","Delicias de Concepcion"
"5244","El Salvador","Central America & Caribbean","Morazán","El Fuego Area"
"5245","El Salvador","Central America & Caribbean","Morazan","El Limon"
"5246","El Salvador","Central America & Caribbean","Morazan","El Mozote"
"5247","El Salvador","Central America & Caribbean","Morazan","El Penon"
"5248","El Salvador","Central America & Caribbean","Morazan","Gotera"
"5249","El Salvador","Central America & Caribbean","Morazan","Guatajiagua"
"5250","El Salvador","Central America & Caribbean","Morazan","Huiliguiste"
"5251","El Salvador","Central America & Caribbean","Morazan","Joateca"
"5252","El Salvador","Central America & Caribbean","Morazan","Jocoaitique"
"5253","El Salvador","Central America & Caribbean","Morazan","Jocoro"
"5254","El Salvador","Central America & Caribbean","Morazan","Las Conchas"
"5255","El Salvador","Central America & Caribbean","Morazan","Meanguera"
"5256","El Salvador","Central America & Caribbean","Morazan","Osicala"
"5257","El Salvador","Central America & Caribbean","Morazan","Ozatlan"
"5258","El Salvador","Central America & Caribbean","Morazan","Perquin"
"5259","El Salvador","Central America & Caribbean","Morazan","San Francisco Gotera"
"5260","El Salvador","Central America & Caribbean","Morazan","Sociedad"
"5261","El Salvador","Central America & Caribbean","Morazan","Torola"
"5262","El Salvador","Central America & Caribbean","Morazán","Unknown"
"5263","El Salvador","Central America & Caribbean","Morazan","Valle Grande"
"5264","El Salvador","Central America & Caribbean","Morazan","Yamabal"
"5265","El Salvador","Central America & Caribbean","Morazan","Yoloaiquin"
"5266","El Salvador","Central America & Caribbean","San Miguel","Agua Zarca"
"5267","El Salvador","Central America & Caribbean","San Miguel","Chapeltique"
"5268","El Salvador","Central America & Caribbean","San Miguel","Chinameca"
"5269","El Salvador","Central America & Caribbean","San Miguel","Chirilagua"
"5270","El Salvador","Central America & Caribbean","San Miguel","Ciudad Barrios"
"5271","El Salvador","Central America & Caribbean","San Miguel","El Chaparral"
"5272","El Salvador","Central America & Caribbean","San Miguel","El Nino"
"5273","El Salvador","Central America & Caribbean","San Miguel","El Obrajuelo"
"5274","El Salvador","Central America & Caribbean","San Miguel","El Sitio"
"5275","El Salvador","Central America & Caribbean","San Miguel","El Transito"
"5276","El Salvador","Central America & Caribbean","San Miguel","Jocote Dulce"
"5277","El Salvador","Central America & Caribbean","San Miguel","La Trinidad"
"5278","El Salvador","Central America & Caribbean","San Miguel","Lolotique"
"5279","El Salvador","Central America & Caribbean","San Miguel","Los Arenales"
