"aid","tid","gid","wid","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"1","103","207","21","1","37","37.0000","37","37","10","10.0000","10","10"
"1","103","254","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","103","275","17","1","30","30.0000","30","30","0","0.0000","0","0"
"1","103","520","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","103","553","4","1","0","0.0000","0","0","0","0.0000","0","0"
"1","103","553","21","4","5","1.2500","2","1","0","0.0000","0","0"
"1","103","667","17","1","2","2.0000","2","2","2","2.0000","2","2"
"1","103","771","21","1","2","2.0000","2","2","1","1.0000","1","1"
"1","103","847","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","103","848","21","1","0","0.0000","0","0","9","9.0000","9","9"
"1","103","912","21","1","1","1.0000","1","1","1","1.0000","1","1"
"1","103","957","17","1","0","0.0000","0","0","4","4.0000","4","4"
"1","103","1170","17","3","83","27.6667","51","16","0","0.0000","0","0"
"1","103","1170","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","103","1195","17","1","4","4.0000","4","4","0","0.0000","0","0"
"1","103","1299","10","1","4","4.0000","4","4","4","4.0000","4","4"
"1","103","1299","17","1","3","3.0000","3","3","0","0.0000","0","0"
"1","103","1339","18","1","1","1.0000","1","1","5","5.0000","5","5"
"1","103","1347","21","1","1","1.0000","1","1","1","1.0000","1","1"
"1","103","1411","21","2","10","5.0000","7","3","0","0.0000","0","0"
"1","103","1496","17","1","1","1.0000","1","1","4","4.0000","4","4"
"1","103","1584","21","1","36","36.0000","36","36","36","36.0000","36","36"
"1","103","1585","17","1","7","7.0000","7","7","10","10.0000","10","10"
"1","103","1653","21","3","66","22.0000","30","11","52","17.3333","35","0"
"1","103","1861","17","1","4","4.0000","4","4","2","2.0000","2","2"
"1","103","1913","21","1","0","0.0000","0","0","2","2.0000","2","2"
"1","103","1975","21","1","5","5.0000","5","5","0","0.0000","0","0"
"1","103","1998","21","2","7","3.5000","5","2","4","2.0000","2","2"
"1","103","2068","17","1","50","50.0000","50","50","0","0.0000","0","0"
"1","103","2099","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","103","2131","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","103","2132","17","1","4","4.0000","4","4","0","0.0000","0","0"
"1","103","2149","10","1","4","4.0000","4","4","0","0.0000","0","0"
"1","103","2149","17","3","12","4.0000","11","0","18","6.0000","15","0"
"1","103","2149","21","19","60","3.1579","20","0","41","2.1579","20","0"
"1","103","2149","25","1","0","0.0000","0","0","0","0.0000","0","0"
"1","104","582","17","1","5","5.0000","5","5","0","0.0000","0","0"
"1","104","1043","21","1","11","11.0000","11","11","0","0.0000","0","0"
"1","105","85","17","4","2","0.5000","2","0","13","3.2500","8","0"
"1","105","85","21","1","1","1.0000","1","1","2","2.0000","2","2"
"1","105","669","18","1","0","0.0000","0","0","3","3.0000","3","3"
"1","105","948","19","1","0","0.0000","0","0","0","0.0000","0","0"
"1","105","1129","21","1","2","2.0000","2","2","3","3.0000","3","3"
"1","105","2066","17","1","1","1.0000","1","1","0","0.0000","0","0"
"1","105","2067","17","1","0","0.0000","0","0","4","4.0000","4","4"
"1","105","2149","17","2","0","0.0000","0","0","5","2.5000","5","0"
"1","105","2149","18","4","3","0.7500","3","0","3","0.7500","3","0"
"1","105","2149","21","5","40","8.0000","21","1","41","8.2000","25","0"
"1","105","2149","28","1","0","0.0000","0","0","1","1.0000","1","1"
"1","107","85","21","2","75","37.5000","58","17","15","7.5000","15","0"
"1","107","117","18","1","1","1.0000","1","1","1","1.0000","1","1"
"1","107","136","17","1","5","5.0000","5","5","5","5.0000","5","5"
"1","107","868","21","1","6","6.0000","6","6","1","1.0000","1","1"
"1","107","1093","21","1","1","1.0000","1","1","3","3.0000","3","3"
"1","107","1170","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","107","1185","28","1","0","0.0000","0","0","1","1.0000","1","1"
"1","107","1313","21","1","5","5.0000","5","5","4","4.0000","4","4"
"1","107","1422","26","1","0","0.0000","0","0","0","0.0000","0","0"
"1","107","1422","28","1","0","0.0000","0","0","6","6.0000","6","6"
"1","107","1498","25","1","0","0.0000","0","0","2","2.0000","2","2"
"1","107","1504","18","1","1","1.0000","1","1","6","6.0000","6","6"
"1","107","1504","28","1","0","0.0000","0","0","1","1.0000","1","1"
"1","107","1802","17","1","0","0.0000","0","0","2","2.0000","2","2"
"1","107","1869","17","1","11","11.0000","11","11","2","2.0000","2","2"
"1","107","2149","18","1","3","3.0000","3","3","1","1.0000","1","1"
"1","107","2149","21","4","16","4.0000","8","1","23","5.7500","19","0"
"1","107","2149","25","1","0","0.0000","0","0","2","2.0000","2","2"
"1","107","2149","28","2","1","0.5000","1","0","1","0.5000","1","0"
"1","108","34","7","1","0","0.0000","0","0","4","4.0000","4","4"
"1","108","699","17","1","17","17.0000","17","17","0","0.0000","0","0"
"1","108","1387","23","1","0","0.0000","0","0","0","0.0000","0","0"
"1","108","2149","17","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1","109","30","21","1","6","6.0000","6","6","10","10.0000","10","10"
"1","109","76","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","76","25","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","104","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","109","117","17","3","8","2.6667","6","0","25","8.3333","10","5"
"1","109","117","21","7","25","3.5714","7","1","39","5.5714","10","0"
"1","109","147","21","1","1","1.0000","1","1","3","3.0000","3","3"
"1","109","298","17","1","12","12.0000","12","12","9","9.0000","9","9"
"1","109","298","21","3","40","13.3333","20","2","25","8.3333","15","3"
"1","109","380","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","109","382","25","1","0","0.0000","0","0","2","2.0000","2","2"
"1","109","395","18","2","3","1.5000","2","1","1","0.5000","1","0"
"1","109","395","24","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","395","26","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","449","28","1","11","11.0000","11","11","6","6.0000","6","6"
"1","109","553","21","2","0","0.0000","0","0","12","6.0000","12","0"
"1","109","557","25","1","0","0.0000","0","0","12","12.0000","12","12"
"1","109","559","25","3","1","0.3333","1","0","23","7.6667","15","0"
"1","109","613","17","1","4","4.0000","4","4","0","0.0000","0","0"
"1","109","699",NULL,"1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","699","17","13","21","1.6154","10","0","62","4.7692","16","0"
"1","109","710","18","1","2","2.0000","2","2","0","0.0000","0","0"
"1","109","762","21","2","8","4.0000","5","3","10","5.0000","8","2"
"1","109","777","17","1","30","30.0000","30","30","0","0.0000","0","0"
"1","109","814","21","1","6","6.0000","6","6","0","0.0000","0","0"
"1","109","829","17","1","8","8.0000","8","8","30","30.0000","30","30"
"1","109","849","17","1","0","0.0000","0","0","6","6.0000","6","6"
"1","109","868","21","1","3","3.0000","3","3","3","3.0000","3","3"
"1","109","919","21","2","0","0.0000","0","0","0","0.0000","0","0"
"1","109","951","21","1","0","0.0000","0","0","3","3.0000","3","3"
"1","109","954","28","1","18","18.0000","18","18","0","0.0000","0","0"
"1","109","960","25","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1058","21","1","9","9.0000","9","9","0","0.0000","0","0"
"1","109","1061","17","1","0","0.0000","0","0","3","3.0000","3","3"
"1","109","1064","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","109","1067","21","2","2","1.0000","1","1","7","3.5000","6","1"
"1","109","1070","21","1","0","0.0000","0","0","5","5.0000","5","5"
"1","109","1072","17","1","8","8.0000","8","8","8","8.0000","8","8"
"1","109","1072","21","1","0","0.0000","0","0","2","2.0000","2","2"
"1","109","1088","17","1","16","16.0000","16","16","3","3.0000","3","3"
"1","109","1129","17","10","48","4.8000","18","0","49","4.9000","12","0"
"1","109","1129","18","1","5","5.0000","5","5","0","0.0000","0","0"
"1","109","1129","21","5","16","3.2000","8","1","28","5.6000","9","0"
"1","109","1129","25","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1137","21","1","7","7.0000","7","7","1","1.0000","1","1"
"1","109","1139","17","2","8","4.0000","8","0","22","11.0000","18","4"
"1","109","1170","4","1","1","1.0000","1","1","13","13.0000","13","13"
"1","109","1170","17","6","96","16.0000","35","1","4","0.6667","3","0"
"1","109","1170","21","2","0","0.0000","0","0","1","0.5000","1","0"
"1","109","1187","21","6","17","2.8333","12","0","43","7.1667","15","1"
"1","109","1187","23","1","14","14.0000","14","14","12","12.0000","12","12"
"1","109","1195","17","1","3","3.0000","3","3","3","3.0000","3","3"
"1","109","1195","23","1","13","13.0000","13","13","37","37.0000","37","37"
"1","109","1195","25","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1229","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1229","18","3","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1233","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","109","1233","23","2","1","0.5000","1","0","0","0.0000","0","0"
"1","109","1249","17","1","5","5.0000","5","5","6","6.0000","6","6"
"1","109","1298","21","1","1","1.0000","1","1","1","1.0000","1","1"
"1","109","1299","17","3","23","7.6667","16","3","16","5.3333","14","0"
"1","109","1299","21","1","10","10.0000","10","10","0","0.0000","0","0"
"1","109","1313","17","2","3","1.5000","2","1","6","3.0000","6","0"
"1","109","1313","21","3","11","3.6667","4","3","9","3.0000","5","0"
"1","109","1318","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1322","17","4","41","10.2500","18","2","21","5.2500","20","0"
"1","109","1322","21","4","1","0.2500","1","0","21","5.2500","10","0"
"1","109","1342","21","1","5","5.0000","5","5","0","0.0000","0","0"
"1","109","1345",NULL,"1","3","3.0000","3","3","0","0.0000","0","0"
"1","109","1352","23","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1353","17","1","1","1.0000","1","1","2","2.0000","2","2"
"1","109","1374","21","1","0","0.0000","0","0","1","1.0000","1","1"
"1","109","1375","17","2","13","6.5000","8","5","2","1.0000","2","0"
"1","109","1387","17","2","15","7.5000","15","0","0","0.0000","0","0"
"1","109","1387","21","2","0","0.0000","0","0","5","2.5000","5","0"
"1","109","1390","21","2","2","1.0000","2","0","14","7.0000","10","4"
"1","109","1410","17","1","30","30.0000","30","30","31","31.0000","31","31"
"1","109","1430","17","2","1","0.5000","1","0","11","5.5000","11","0"
"1","109","1430","21","3","19","6.3333","14","1","20","6.6667","16","0"
"1","109","1430","23","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1436","17","3","15","5.0000","12","0","6","2.0000","6","0"
"1","109","1437","17","1","4","4.0000","4","4","1","1.0000","1","1"
"1","109","1473","21","1","2","2.0000","2","2","3","3.0000","3","3"
"1","109","1498","21","2","0","0.0000","0","0","7","3.5000","5","2"
"1","109","1498","25","1","0","0.0000","0","0","1","1.0000","1","1"
"1","109","1504","17","3","2","0.6667","2","0","8","2.6667","5","0"
"1","109","1504","21","2","2","1.0000","2","0","9","4.5000","5","4"
"1","109","1504","23","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1504","26","1","0","0.0000","0","0","5","5.0000","5","5"
"1","109","1504","28","1","0","0.0000","0","0","1","1.0000","1","1"
"1","109","1509","21","1","7","7.0000","7","7","0","0.0000","0","0"
"1","109","1513","21","1","11","11.0000","11","11","0","0.0000","0","0"
"1","109","1549","17","1","4","4.0000","4","4","0","0.0000","0","0"
"1","109","1549","18","1","1","1.0000","1","1","0","0.0000","0","0"
"1","109","1550","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1582","17","2","2","1.0000","2","0","12","6.0000","9","3"
"1","109","1585","17","2","2","1.0000","2","0","0","0.0000","0","0"
"1","109","1585","25","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1714","17","1","4","4.0000","4","4","7","7.0000","7","7"
"1","109","1714","21","5","20","4.0000","9","0","37","7.4000","13","1"
"1","109","1714","23","2","0","0.0000","0","0","1","0.5000","1","0"
"1","109","1743","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","109","1756","21","1","1","1.0000","1","1","14","14.0000","14","14"
"1","109","1835","17","1","0","0.0000","0","0","8","8.0000","8","8"
"1","109","1840","17","1","8","8.0000","8","8","0","0.0000","0","0"
"1","109","1861",NULL,"17","17","1.0000","1","1","0","0.0000","0","0"
"1","109","1861","17","7","20","2.8571","11","0","21","3.0000","16","0"
"1","109","1869","17","2","9","4.5000","5","4","2","1.0000","2","0"
"1","109","1907","21","1","0","0.0000","0","0","8","8.0000","8","8"
"1","109","1935","10","1","4","4.0000","4","4","10","10.0000","10","10"
"1","109","1935","21","1","8","8.0000","8","8","0","0.0000","0","0"
"1","109","1946","21","1","3","3.0000","3","3","0","0.0000","0","0"
"1","109","1975","17","1","13","13.0000","13","13","2","2.0000","2","2"
"1","109","1975","21","3","3","1.0000","1","1","20","6.6667","16","2"
"1","109","1981","17","1","11","11.0000","11","11","0","0.0000","0","0"
"1","109","1998","17","1","5","5.0000","5","5","1","1.0000","1","1"
"1","109","2063","28","1","3","3.0000","3","3","25","25.0000","25","25"
"1","109","2080","21","1","10","10.0000","10","10","3","3.0000","3","3"
"1","109","2092","17","2","15","7.5000","8","7","6","3.0000","6","0"
"1","109","2099","17","1","0","0.0000","0","0","3","3.0000","3","3"
"1","109","2149",NULL,"5","0","0.0000","0","0","0","0.0000","0","0"
"1","109","2149","10","2","7","3.5000","7","0","24","12.0000","21","3"
"1","109","2149","17","60","286","4.7667","28","0","324","5.4000","78","0"
"1","109","2149","18","5","18","3.6000","8","0","6","1.2000","6","0"
"1","109","2149","20","2","0","0.0000","0","0","5","2.5000","5","0"
"1","109","2149","21","76","211","2.7763","16","0","339","4.4605","25","0"
"1","109","2149","23","3","1","0.3333","1","0","19","6.3333","19","0"
"1","109","2149","24","2","0","0.0000","0","0","6","3.0000","5","1"
"1","109","2149","25","10","5","0.5000","2","0","73","7.3000","32","0"
"1","109","2149","28","3","79","26.3333","41","18","15","5.0000","15","0"
"1","110","635","18","1","2","2.0000","2","2","0","0.0000","0","0"
"1","110","1195","17","1","0","0.0000","0","0","2","2.0000","2","2"
"1","110","1345","21","3","4","1.3333","2","1","2","0.6667","1","0"
"1","110","2149","15","1","0","0.0000","0","0","30","30.0000","30","30"
"1","110","2149","17","3","11","3.6667","5","3","35","11.6667","13","10"
"1","110","2149","21","1","1","1.0000","1","1","2","2.0000","2","2"
"1","111","395","18","1","0","0.0000","0","0","0","0.0000","0","0"
"1","111","1137","21","1","3","3.0000","3","3","2","2.0000","2","2"
"1","111","1387","17","1","3","3.0000","3","3","1","1.0000","1","1"
"1","111","1387","23","1","0","0.0000","0","0","0","0.0000","0","0"
"1","111","1532","21","1","0","0.0000","0","0","15","15.0000","15","15"
"1","111","1714","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","111","1835","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","111","1861","17","1","2","2.0000","2","2","1","1.0000","1","1"
"1","111","2149","17","1","1","1.0000","1","1","2","2.0000","2","2"
"1","111","2149","20","1","14","14.0000","14","14","11","11.0000","11","11"
"1","111","2149","21","2","6","3.0000","3","3","0","0.0000","0","0"
"1","111","2149","28","1","25","25.0000","25","25","0","0.0000","0","0"
"1","112","1159","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","113","117","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","113","951","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","113","976","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","113","1094","17","1","0","0.0000","0","0","1","1.0000","1","1"
"1","113","1313","21","3","4","1.3333","4","0","5","1.6667","5","0"
"1","113","1863","23","1","0","0.0000","0","0","1","1.0000","1","1"
"1","113","1987","21","1","0","0.0000","0","0","7","7.0000","7","7"
"1","113","2149","17","1","1","1.0000","1","1","13","13.0000","13","13"
"1","113","2149","21","2","3","1.5000","2","1","10","5.0000","9","1"
"1","113","2149","28","2","9","4.5000","6","3","0","0.0000","0","0"
"1","114","85","17","5","0","0.0000","0","0","13","2.6000","5","0"
"1","114","85","21","4","5","1.2500","4","0","25","6.2500","12","3"
"1","114","298","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","114","368","21","2","7","3.5000","5","2","22","11.0000","17","5"
"1","114","373","21","1","0","0.0000","0","0","3","3.0000","3","3"
"1","114","396","18","1","0","0.0000","0","0","0","0.0000","0","0"
"1","114","436","17","1","1","1.0000","1","1","0","0.0000","0","0"
"1","114","443","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","114","488","17","1","4","4.0000","4","4","6","6.0000","6","6"
"1","114","553","15","1","3","3.0000","3","3","5","5.0000","5","5"
"1","114","553","21","1","0","0.0000","0","0","2","2.0000","2","2"
"1","114","619","17","1","58","58.0000","58","58","76","76.0000","76","76"
"1","114","640","21","2","6","3.0000","3","3","0","0.0000","0","0"
"1","114","829","21","1","3","3.0000","3","3","4","4.0000","4","4"
"1","114","891","18","1","1","1.0000","1","1","2","2.0000","2","2"
"1","114","914","18","1","0","0.0000","0","0","0","0.0000","0","0"
"1","114","1073","17","2","1","0.5000","1","0","2","1.0000","2","0"
"1","114","1093","17","1","3","3.0000","3","3","8","8.0000","8","8"
"1","114","1129","17","2","1","0.5000","1","0","6","3.0000","6","0"
"1","114","1170","17","1","10","10.0000","10","10","5","5.0000","5","5"
"1","114","1170","21","2","1","0.5000","1","0","4","2.0000","4","0"
"1","114","1233","21","1","4","4.0000","4","4","6","6.0000","6","6"
"1","114","1291","17","1","0","0.0000","0","0","4","4.0000","4","4"
"1","114","1300","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","114","1322","17","6","8","1.3333","5","0","5","0.8333","5","0"
"1","114","1322","21","1","0","0.0000","0","0","1","1.0000","1","1"
"1","114","1323","17","1","4","4.0000","4","4","3","3.0000","3","3"
"1","114","1411","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","114","1413","17","2","276","138.0000","259","17","160","80.0000","160","0"
"1","114","1447","21","1","2","2.0000","2","2","0","0.0000","0","0"
"1","114","1788","17","1","1","1.0000","1","1","1","1.0000","1","1"
"1","114","1861","17","1","1","1.0000","1","1","4","4.0000","4","4"
"1","114","1869","17","1","47","47.0000","47","47","40","40.0000","40","40"
"1","114","1874","21","1","1","1.0000","1","1","4","4.0000","4","4"
"1","114","1998","21","1","3","3.0000","3","3","3","3.0000","3","3"
"1","114","2094","28","1","1","1.0000","1","1","9","9.0000","9","9"
"1","114","2149","4","1","7","7.0000","7","7","20","20.0000","20","20"
"1","114","2149","10","2","3","1.5000","3","0","33","16.5000","32","1"
"1","114","2149","17","10","29","2.9000","12","0","171","17.1000","60","0"
"1","114","2149","18","3","7","2.3333","5","0","10","3.3333","10","0"
"1","114","2149","20","2","0","0.0000","0","0","0","0.0000","0","0"
"1","114","2149","21","14","18","1.2857","5","0","32","2.2857","10","0"
"1","114","2149","23","1","0","0.0000","0","0","2","2.0000","2","2"
"1","114","2149","24","1","0","0.0000","0","0","0","0.0000","0","0"
"1","114","2149","28","1","1","1.0000","1","1","7","7.0000","7","7"
"1","116","106","21","1","4","4.0000","4","4","0","0.0000","0","0"
"1","116","464","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","582","17","1","2","2.0000","2","2","0","0.0000","0","0"
"1","116","674","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","699","17","5","59","11.8000","25","0","10","2.0000","10","0"
"1","116","829","21","1","0","0.0000","0","0","1","1.0000","1","1"
"1","116","1129","4","1","3","3.0000","3","3","0","0.0000","0","0"
"1","116","1129","10","1","0","0.0000","0","0","1","1.0000","1","1"
"1","116","1129","20","1","2","2.0000","2","2","3","3.0000","3","3"
"1","116","1170","21","1","5","5.0000","5","5","4","4.0000","4","4"
"1","116","1192","10","2","0","0.0000","0","0","0","0.0000","0","0"
"1","116","1341","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","1436","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","1437","17","2","0","0.0000","0","0","0","0.0000","0","0"
"1","116","1526","21","1","2","2.0000","2","2","17","17.0000","17","17"
"1","116","1543","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","1802","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","116","1924","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","2064","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","116","2149","10","3","0","0.0000","0","0","0","0.0000","0","0"
"1","116","2149","17","2","12","6.0000","10","2","15","7.5000","15","0"
"1","116","2149","18","1","5","5.0000","5","5","5","5.0000","5","5"
"1","116","2149","21","8","13","1.6250","5","0","8","1.0000","6","0"
"1","116","2149","25","2","0","0.0000","0","0","0","0.0000","0","0"
"1","117","628","17","1","7","7.0000","7","7","24","24.0000","24","24"
"1","117","2149","21","1","0","0.0000","0","0","1","1.0000","1","1"
"1","118","410","10","1","2","2.0000","2","2","0","0.0000","0","0"
"1","118","1463","21","1","74","74.0000","74","74","0","0.0000","0","0"
"1","118","1743","17","1","4","4.0000","4","4","2","2.0000","2","2"
"1","118","1861","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","118","2025","15","1","0","0.0000","0","0","0","0.0000","0","0"
"1","118","2149","4","1","0","0.0000","0","0","1","1.0000","1","1"
"1","118","2149","21","6","4","0.6667","3","0","3","0.5000","2","0"
"1","119","108","10","1","9","9.0000","9","9","2","2.0000","2","2"
"1","119","382","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","119","449","10","1","2","2.0000","2","2","0","0.0000","0","0"
"1","119","891","17","2","20","10.0000","18","2","9","4.5000","9","0"
"1","119","1121","10","1","0","0.0000","0","0","0","0.0000","0","0"
"1","119","1305","27","1","0","0.0000","0","0","8","8.0000","8","8"
"1","119","1414","17","1","0","0.0000","0","0","1","1.0000","1","1"
"1","119","1496","17","1","1","1.0000","1","1","1","1.0000","1","1"
"1","119","1590","17","2","11","5.5000","6","5","20","10.0000","17","3"
"1","119","1739","23","1","0","0.0000","0","0","0","0.0000","0","0"
"1","119","2149","10","1","0","0.0000","0","0","0","0.0000","0","0"
"1","119","2149","17","1","6","6.0000","6","6","0","0.0000","0","0"
"1","119","2149","18","1","0","0.0000","0","0","0","0.0000","0","0"
"1","119","2149","21","9","28","3.1111","7","0","34","3.7778","14","0"
"1","119","2149","23","1","0","0.0000","0","0","5","5.0000","5","5"
"1","120","54","17","3","27","9.0000","20","0","27","9.0000","27","0"
"1","120","54","18","1","16","16.0000","16","16","0","0.0000","0","0"
"1","120","54","21","2","4","2.0000","3","1","6","3.0000","6","0"
"1","120","82","17","1","2","2.0000","2","2","0","0.0000","0","0"
"1","120","82","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","120","82","28","1","1","1.0000","1","1","50","50.0000","50","50"
"1","120","108","21","1","8","8.0000","8","8","0","0.0000","0","0"
"1","120","290","20","2","5","2.5000","4","1","28","14.0000","24","4"
"1","120","553","21","3","3","1.0000","1","1","2","0.6667","2","0"
"1","120","559","17","1","0","0.0000","0","0","0","0.0000","0","0"
"1","120","817","17","1","5","5.0000","5","5","7","7.0000","7","7"
"1","120","817","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","120","829","21","2","9","4.5000","8","1","0","0.0000","0","0"
"1","120","830","17","1","14","14.0000","14","14","0","0.0000","0","0"
"1","120","891","17","2","19","9.5000","14","5","2","1.0000","2","0"
"1","120","891","18","3","15","5.0000","8","2","0","0.0000","0","0"
"1","120","891","21","3","18","6.0000","9","4","0","0.0000","0","0"
"1","120","959","17","1","100","100.0000","100","100","0","0.0000","0","0"
"1","120","996","21","2","2","1.0000","2","0","2","1.0000","2","0"
"1","120","998","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","120","999","21","2","2","1.0000","1","1","1","0.5000","1","0"
"1","120","1065","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","120","1170","17","1","1","1.0000","1","1","2","2.0000","2","2"
"1","120","1353","17","2","6","3.0000","6","0","6","3.0000","3","3"
"1","120","1353","21","13","84","6.4615","13","1","32","2.4615","8","0"
"1","120","1393","17","1","11","11.0000","11","11","8","8.0000","8","8"
"1","120","1393","21","1","6","6.0000","6","6","3","3.0000","3","3"
"1","120","1393","28","1","7","7.0000","7","7","0","0.0000","0","0"
"1","120","1411","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","120","1412","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","120","1491","17","2","126","63.0000","126","0","10","5.0000","10","0"
"1","120","1549","17","1","5","5.0000","5","5","0","0.0000","0","0"
"1","120","1590","17","1","0","0.0000","0","0","3","3.0000","3","3"
"1","120","1647","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","120","1859","21","1","4","4.0000","4","4","0","0.0000","0","0"
"1","120","2056","21","1","0","0.0000","0","0","0","0.0000","0","0"
"1","120","2149","15","1","0","0.0000","0","0","11","11.0000","11","11"
"1","120","2149","17","14","28","2.0000","8","0","79","5.6429","33","0"
"1","120","2149","18","4","7","1.7500","4","1","5","1.2500","3","0"
"1","120","2149","20","2","3","1.5000","3","0","5","2.5000","4","1"
"1","120","2149","21","58","67","1.1552","5","0","73","1.2586","15","0"
"1","120","2149","25","2","0","0.0000","0","0","3","1.5000","3","0"
"1","121","54","17","1","6","6.0000","6","6","0","0.0000","0","0"
"1","121","54","18","1","53","53.0000","53","53","173","173.0000","173","173"
"1","121","356","21","1","1","1.0000","1","1","0","0.0000","0","0"
"1","121","537","18","1","1","1.0000","1","1","50","50.0000","50","50"
"1","121","687","17","1","200","200.0000","200","200","300","300.0000","300","300"
"1","121","817","21","1","0","0.0000","0","0","14","14.0000","14","14"
"1","121","1230","21","1","30","30.0000","30","30","0","0.0000","0","0"
"1","121","1495","18","1","1","1.0000","1","1","3","3.0000","3","3"
"1","121","2149","4","1","0","0.0000","0","0","5","5.0000","5","5"
"1","121","2149","25","1","0","0.0000","0","0","4","4.0000","4","4"
"2",NULL,"589","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2",NULL,"2149","13","1","1","1.0000","1","1","2","2.0000","2","2"
"2",NULL,"2149","15","4","12","3.0000","12","0","14","3.5000","14","0"
"2",NULL,"2149","16","2","28","14.0000","15","13","76","38.0000","51","25"
"2","1","200","1","1","0","0.0000","0","0","0","0.0000","0","0"
"2","1","200","3","3","0","0.0000","0","0","2","0.6667","2","0"
"2","1","200","8","5","0","0.0000","0","0","1","0.2000","1","0"
"2","1","200","14","1","0","0.0000","0","0","0","0.0000","0","0"
"2","1","200","15","9","0","0.0000","0","0","0","0.0000","0","0"
"2","1","328","3","2","0","0.0000","0","0","6","3.0000","6","0"
"2","1","328","8","3","0","0.0000","0","0","0","0.0000","0","0"
"2","1","328","14","1","1","1.0000","1","1","1","1.0000","1","1"
"2","1","328","15","6","0","0.0000","0","0","0","0.0000","0","0"
"2","1","1569","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","1","2149","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","1","2183","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","2","200","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","3","108","13","1","0","0.0000","0","0","2","2.0000","2","2"
"2","3","117","13","1","1","1.0000","1","1","2","2.0000","2","2"
"2","3","252","6","1","0","0.0000","0","0","0","0.0000","0","0"
"2","3","295","15","1","1","1.0000","1","1","0","0.0000","0","0"
"2","3","325","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","3","441","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","3","441","15","2","0","0.0000","0","0","4","2.0000","4","0"
"2","3","582","15","1","0","0.0000","0","0","6","6.0000","6","6"
