"region","country","provstate","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"South America","Venezuela","Aragua","1","5","5.0000","5","5","30","30.0000","30","30"
"South America","Venezuela","Bolivar","6","0","0.0000","0","0","1","0.1667","1","0"
"South America","Venezuela","Capital","8","0","0.0000","0","0","28","3.5000","20","0"
"South America","Venezuela","Carabobo","3","0","0.0000","0","0","0","0.0000","0","0"
"South America","Venezuela","Caracas","59","6","0.1017","4","0","18","0.3051","5","0"
"South America","Venezuela","Cojedes","1","0","0.0000","0","0","0","0.0000","0","0"
"South America","Venezuela","Guarico","1","1","1.0000","1","1","22","22.0000","22","22"
"South America","Venezuela","Lara","6","2","0.3333","1","0","0","0.0000","0","0"
"South America","Venezuela","Merida","2","0","0.0000","0","0","0","0.0000","0","0"
"South America","Venezuela","Miranda","5","0","0.0000","0","0","6","1.2000","4","0"
"South America","Venezuela","Portuguesa","1","2","2.0000","2","2","25","25.0000","25","25"
"South America","Venezuela","Sucre","1","0","0.0000","0","0","2","2.0000","2","2"
"South America","Venezuela","Tachira","4","6","1.5000","5","0","0","0.0000","0","0"
"South America","Venezuela","Trujillo","1","1","1.0000","1","1","0","0.0000","0","0"
"South America","Venezuela","Unknown","1","0","0.0000","0","0","0","0.0000","0","0"
"South America","Venezuela","Yaracuy","2","9","4.5000","9","0","0","0.0000","0","0"
"South America","Venezuela","Zulia","8","3","0.3750","2","0","2","0.2500","2","0"
"South Asia","Afghanistan","Badakhshan","39","76","1.9487","26","0","78","2.0000","16","0"
"South Asia","Afghanistan","Badghis","68","279","4.1029","40","0","222","3.2647","33","0"
"South Asia","Afghanistan","Baghlan","149","266","1.7852","20","0","379","2.5436","40","0"
"South Asia","Afghanistan","Balkh","81","392","4.8395","266","0","464","5.7284","128","0"
"South Asia","Afghanistan","Bamyan","10","11","1.1000","8","0","136","13.6000","60","0"
"South Asia","Afghanistan","Daykundi","5","2","0.4000","2","0","1","0.2000","1","0"
"South Asia","Afghanistan","Farah","211","1152","5.4597","330","0","805","3.8152","116","0"
"South Asia","Afghanistan","Faryab","166","526","3.1687","32","0","705","4.2470","48","0"
"South Asia","Afghanistan","Ghazni","299","1151","3.8495","50","0","1266","4.2341","117","0"
"South Asia","Afghanistan","Ghor","56","181","3.2321","46","0","114","2.0357","11","0"
"South Asia","Afghanistan","Helmand","502","1860","3.7052","35","0","2004","3.9920","60","0"
"South Asia","Afghanistan","Herat","271","620","2.2878","34","0","1101","4.0627","101","0"
"South Asia","Afghanistan","Jawzjan","83","191","2.3012","21","0","171","2.0602","18","0"
"South Asia","Afghanistan","Kabul","515","2385","4.6311","104","0","5479","10.6388","491","0"
"South Asia","Afghanistan","Kandahar","494","1740","3.5223","53","0","2126","4.3036","64","0"
"South Asia","Afghanistan","Kapisa","58","96","1.6552","10","0","241","4.1552","98","0"
"South Asia","Afghanistan","Khost","238","561","2.3571","48","0","1030","4.3277","57","0"
"South Asia","Afghanistan","Kunar","202","492","2.4356","27","0","622","3.0792","34","0"
"South Asia","Afghanistan","Kunduz","196","696","3.5510","154","0","764","3.8980","120","0"
"South Asia","Afghanistan","Laghman","108","225","2.0833","19","0","344","3.1852","35","0"
"South Asia","Afghanistan","Logar","158","436","2.7595","39","0","707","4.4747","100","0"
"South Asia","Afghanistan","Nangarhar","461","1166","2.5293","47","0","1984","4.3037","100","0"
"South Asia","Afghanistan","Nimroz","64","263","4.1094","25","0","335","5.2344","37","0"
"South Asia","Afghanistan","Nuristan","31","140","4.5161","38","0","142","4.5806","54","0"
"South Asia","Afghanistan","Paktia","129","465","3.6047","74","0","795","6.1628","236","0"
"South Asia","Afghanistan","Paktika","116","389","3.3534","43","0","462","3.9828","67","0"
"South Asia","Afghanistan","Paktika Province","1","80","80.0000","80","80","5","5.0000","5","5"
"South Asia","Afghanistan","Panjsher","2","7","3.5000","7","0","2","1.0000","2","0"
"South Asia","Afghanistan","Parwan","84","160","1.9048","28","0","424","5.0476","63","0"
"South Asia","Afghanistan","Samangan","23","45","1.9565","21","0","54","2.3478","19","0"
"South Asia","Afghanistan","Sari Pul","41","166","4.0488","45","0","163","3.9756","28","0"
"South Asia","Afghanistan","Takhar","50","164","3.2800","15","0","319","6.3800","120","0"
"South Asia","Afghanistan","Unknown","19","40","2.1053","7","0","30","1.5789","20","0"
"South Asia","Afghanistan","Uruzgan","187","591","3.1604","51","0","562","3.0053","42","0"
"South Asia","Afghanistan","Wardak","101","278","2.7525","39","0","686","6.7921","150","0"
"South Asia","Afghanistan","Zabul","144","357","2.4792","23","0","410","2.8472","73","0"
"South Asia","Bangladesh","Barisal","14","2","0.1429","2","0","11","0.7857","3","0"
"South Asia","Bangladesh","Chittagong","167","181","1.0838","20","0","710","4.2515","100","0"
"South Asia","Bangladesh","Dhaka","275","150","0.5455","28","0","1660","6.0364","300","0"
"South Asia","Bangladesh","Khulna","93","67","0.7204","8","0","621","6.6774","150","0"
"South Asia","Bangladesh","Rajshahi","73","10","0.1370","2","0","285","3.9041","100","0"
"South Asia","Bangladesh","Rangpur","29","16","0.5517","8","0","61","2.1034","23","0"
"South Asia","Bangladesh","Sylhet","21","17","0.8095","7","0","107","5.0952","52","0"
"South Asia","Bangladesh","Unknown","26","84","3.2308","16","0","320","12.3077","100","0"
"South Asia","Bhutan","Chukha","3","5","1.6667","4","0","2","0.6667","2","0"
"South Asia","Bhutan","Sarpang","1","4","4.0000","4","4","2","2.0000","2","2"
"South Asia","Bhutan","Unknown","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Andhra Pradesh","144","271","1.8819","40","0","389","2.7014","100","0"
"South Asia","India","Arunachal Pradesh","3","6","2.0000","3","1","17","5.6667","8","1"
"South Asia","India","Assam","404","901","2.2302","70","0","2019","4.9975","235","0"
"South Asia","India","Bihar","351","330","0.9402","16","0","321","0.9145","20","0"
"South Asia","India","Chandigarh","20","56","2.8000","30","0","61","3.0500","24","0"
"South Asia","India","Chhattisgarh","295","687","2.3288","82","0","415","1.4068","27","0"
"South Asia","India","Delhi","90","201","2.2333","55","0","1208","13.4222","155","0"
"South Asia","India","Goa","2","2","1.0000","2","0","1","0.5000","1","0"
"South Asia","India","Gujarat","55","149","2.7091","33","0","429","7.8000","100","0"
"South Asia","India","Haryana","30","117","3.9000","15","0","290","9.6667","45","0"
"South Asia","India","Himachal Pradesh","8","66","8.2500","18","0","194","24.2500","100","0"
"South Asia","India","Jammu and Kashmir","1048","1783","1.7013","35","0","4776","4.5573","100","0"
"South Asia","India","Jharkhand","395","247","0.6253","18","0","400","1.0127","45","0"
"South Asia","India","Karnataka","29","13","0.4483","3","0","44","1.5172","16","0"
"South Asia","India","Kerala","51","4","0.0784","2","0","25","0.4902","7","0"
"South Asia","India","Madhya Pradesh","21","50","2.3810","17","0","83","3.9524","40","0"
"South Asia","India","Maharashtra","114","568","4.9825","188","0","1656","14.5263","817","0"
"South Asia","India","Manipur","394","322","0.8173","25","0","500","1.2690","50","0"
"South Asia","India","Meghalaya","109","64","0.5872","12","0","111","1.0183","20","0"
"South Asia","India","Mizoram","10","7","0.7000","4","0","18","1.8000","15","0"
"South Asia","India","Nagaland","41","112","2.7317","30","0","170","4.1463","40","0"
"South Asia","India","Odisha","176","56","0.3182","8","0","67","0.3807","6","0"
"South Asia","India","Orissa","118","100","0.8475","20","0","98","0.8305","18","0"
"South Asia","India","Punjab","328","1097","3.3445","47","0","931","2.8384","67","0"
"South Asia","India","Rajasthan","14","48","3.4286","14","0","66","4.7143","30","0"
"South Asia","India","Sikkim","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Tamil Nadu","88","97","1.1023","10","0","424","4.8182","75","0"
"South Asia","India","Telangana","4","0","0.0000","0","0","1","0.2500","1","0"
"South Asia","India","Tripura","34","157","4.6176","20","0","150","4.4118","25","0"
"South Asia","India","Unknown","76","360","4.7368","30","0","203","2.6711","31","0"
"South Asia","India","Uttar Pradesh","71","247","3.4789","32","0","557","7.8451","100","0"
"South Asia","India","Uttaranchal","12","73","6.0833","42","0","214","17.8333","100","0"
"South Asia","India","West Bengal","266","158","0.5940","24","0","465","1.7481","80","0"
"South Asia","Maldives","Haa Dhaalu Atoll","4","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","Maldives","Hithadhoo","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","Maldives","Kaafu Atoll","1","0","0.0000","0","0","3","3.0000","3","3"
"South Asia","Maldives","Male","8","19","2.3750","19","0","112","14.0000","100","0"
"South Asia","Maldives","Unknown","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","Mauritius","Savanne","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","Nepal","Central","212","609","2.8726","518","0","801","3.7783","216","0"
"South Asia","Nepal","Eastern","81","25","0.3086","4","0","90","1.1111","12","0"
"South Asia","Nepal","Far-Western","14","5","0.3571","3","0","13","0.9286","5","0"
"South Asia","Nepal","Karnali","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","Nepal","Mid-Western","49","102","2.0816","29","0","177","3.6122","40","0"
"South Asia","Nepal","Province 1","22","0","0.0000","0","0","7","0.3182","4","0"
"South Asia","Nepal","Province 2","17","0","0.0000","0","0","16","0.9412","8","0"
"South Asia","Nepal","Province 3","23","0","0.0000","0","0","5","0.2174","5","0"
"South Asia","Nepal","Province 4","9","0","0.0000","0","0","4","0.4444","2","0"
"South Asia","Nepal","Province 5","14","0","0.0000","0","0","38","2.7143","12","0"
"South Asia","Nepal","Province 6","2","0","0.0000","0","0","2","1.0000","2","0"
"South Asia","Nepal","Province 7","6","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","Nepal","Unknown","3","7","2.3333","7","0","12","4.0000","11","0"
"South Asia","Nepal","Western","50","50","1.0000","24","0","117","2.3400","22","0"
"South Asia","Pakistan","Azad Kashmir","18","53","2.9444","11","0","182","10.1111","81","0"
"South Asia","Pakistan","Balochistan","2010","2797","1.3915","150","0","6461","3.2144","186","0"
"South Asia","Pakistan","Federally Administered Tribal Areas","1150","2405","2.0913","106","0","4139","3.5991","150","0"
"South Asia","Pakistan","Gilgit-Baltistan","40","51","1.2750","11","0","72","1.8000","21","0"
"South Asia","Pakistan","Islamabad Capital Territory","61","419","6.8689","96","0","1216","19.9344","207","0"
"South Asia","Pakistan","Khyber Pakhtunkhwa","1637","2772","1.6933","158","0","5603","3.4227","140","0"
"South Asia","Pakistan","North-West Frontier Province","519","1419","2.7341","120","0","3204","6.1734","200","0"
"South Asia","Pakistan","Punjab","413","1680","4.0678","79","0","5344","12.9395","351","0"
"South Asia","Pakistan","Sindh","1379","2404","1.7433","141","0","4658","3.3778","351","0"
"South Asia","Pakistan","Unknown","18","40","2.2222","9","0","70","3.8889","27","0"
"South Asia","Sri Lanka","Central","39","172","4.4103","30","0","95","2.4359","51","0"
"South Asia","Sri Lanka","Eastern","392","2237","5.7066","112","0","2480","6.3265","200","0"
"South Asia","Sri Lanka","North Central","71","571","8.0423","84","0","452","6.3662","80","0"
"South Asia","Sri Lanka","North Eastern","23","422","18.3478","200","0","75","3.2609","30","0"
"South Asia","Sri Lanka","North Western","36","242","6.7222","50","0","378","10.5000","150","0"
"South Asia","Sri Lanka","Northern","278","1410","5.0719","81","0","1322","4.7554","75","0"
"South Asia","Sri Lanka","Sabaragamuwa","21","42","2.0000","14","0","78","3.7143","50","0"
"South Asia","Sri Lanka","Southern","66","199","3.0152","30","0","126","1.9091","47","0"
"South Asia","Sri Lanka","Unknown","43","235","5.4651","40","0","115","2.6744","50","0"
"South Asia","Sri Lanka","Uva","31","189","6.0968","64","0","53","1.7097","28","0"
"South Asia","Sri Lanka","Western","202","896","4.4356","90","0","4224","20.9109","1272","0"
"Southeast Asia","Brunei","Ontario","5","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Banteay Meanchey","6","14","2.3333","6","0","52","8.6667","18","0"
"Southeast Asia","Cambodia","Battambang","14","111","7.9286","50","0","19","1.3571","8","0"
"Southeast Asia","Cambodia","Battmabang","2","1","0.5000","1","0","2","1.0000","2","0"
"Southeast Asia","Cambodia","Kampong Cham","7","12","1.7143","12","0","19","2.7143","15","0"
"Southeast Asia","Cambodia","Kampong Chhnang","12","8","0.6667","7","0","6","0.5000","3","0"
"Southeast Asia","Cambodia","Kampong Chnnang","1","8","8.0000","8","8","36","36.0000","36","36"
"Southeast Asia","Cambodia","Kampong Speu","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Kampong Thom","5","13","2.6000","13","0","33","6.6000","32","0"
"Southeast Asia","Cambodia","Kampot","3","16","5.3333","14","1","5","1.6667","3","1"
"Southeast Asia","Cambodia","Kandal","2","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Koh Kong","1","2","2.0000","2","2","1","1.0000","1","1"
"Southeast Asia","Cambodia","Kratie","2","0","0.0000","0","0","1","0.5000","1","0"
"Southeast Asia","Cambodia","Oddar Meancheay","2","22","11.0000","12","10","0","0.0000","0","0"
"Southeast Asia","Cambodia","Pailin","3","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Phnom Penh","31","87","2.8065","48","0","327","10.5484","119","0"
"Southeast Asia","Cambodia","Preah Vihear","1","22","22.0000","22","22","0","0.0000","0","0"
"Southeast Asia","Cambodia","Prey Veng","2","2","1.0000","2","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Pursa","1","3","3.0000","3","3","8","8.0000","8","8"
"Southeast Asia","Cambodia","Pursat","4","6","1.5000","6","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Siem Reap","13","12","0.9231","5","0","54","4.1538","26","0"
"Southeast Asia","Cambodia","Sihanoukville","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Stung Trang","1","0","0.0000","0","0","7","7.0000","7","7"
"Southeast Asia","Cambodia","Stung Treng","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Cambodia","Takeo","1","0","0.0000","0","0","1","1.0000","1","1"
"Southeast Asia","Cambodia","Unknown","32","14","0.4375","12","0","3","0.0938","3","0"
"Southeast Asia","East Timor","Ermera","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","East Timor","Maliana","1","1","1.0000","1","1","5","5.0000","5","5"
"Southeast Asia","East Timor","Viqueque","1","1","1.0000","1","1","0","0.0000","0","0"
"Southeast Asia","Indonesia","Aceh","84","59","0.7024","12","0","68","0.8095","13","0"
"Southeast Asia","Indonesia","Ambon","1","1","1.0000","1","1","12","12.0000","12","12"
"Southeast Asia","Indonesia","Bali","4","227","56.7500","101","12","400","100.0000","150","50"
"Southeast Asia","Indonesia","Banten","5","3","0.6000","2","0","1","0.2000","1","0"
"Southeast Asia","Indonesia","Central Java","13","2","0.1538","1","0","63","4.8462","22","0"
"Southeast Asia","Indonesia","Central Maluku","1","1","1.0000","1","1","1","1.0000","1","1"
"Southeast Asia","Indonesia","Central Sulawesi","18","36","2.0000","11","0","93","5.1667","30","0"
"Southeast Asia","Indonesia","Dili","7","2","0.2857","1","0","2","0.2857","1","0"
"Southeast Asia","Indonesia","East Java","13","33","2.5385","9","0","91","7.0000","15","0"
"Southeast Asia","Indonesia","East Kalimantan","1","1","1.0000","1","1","3","3.0000","3","3"
"Southeast Asia","Indonesia","East Nusa Tenggara","1","0","0.0000","0","0","3","3.0000","3","3"
"Southeast Asia","Indonesia","East Timor","16","140","8.7500","84","0","37","2.3125","27","0"
"Southeast Asia","Indonesia","Guntur","1","2","2.0000","2","2","2","2.0000","2","2"
"Southeast Asia","Indonesia","Irian Jaya","2","4","2.0000","4","0","9","4.5000","6","3"
"Southeast Asia","Indonesia","Jakarta","43","90","2.0930","17","0","531","12.3488","182","0"
"Southeast Asia","Indonesia","Jambi","1","0","0.0000","0","0","2","2.0000","2","2"
"Southeast Asia","Indonesia","Java","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Indonesia","Liquica","2","2","1.0000","1","1","4","2.0000","4","0"
"Southeast Asia","Indonesia","Maluku","26","40","1.5385","12","0","140","5.3846","58","0"
"Southeast Asia","Indonesia","Moluku","1","0","0.0000","0","0","5","5.0000","5","5"
"Southeast Asia","Indonesia","North Maluku","3","2","0.6667","1","0","36","12.0000","12","12"
"Southeast Asia","Indonesia","North Sulawesi","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Indonesia","North Sumatra","8","3","0.3750","1","0","80","10.0000","60","0"
"Southeast Asia","Indonesia","Papua","40","44","1.1000","11","0","35","0.8750","5","0"
"Southeast Asia","Indonesia","Riau","2","5","2.5000","5","0","27","13.5000","19","8"
"Southeast Asia","Indonesia","Riau Islands","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Indonesia","South Sulawesi","10","12","1.2000","4","0","19","1.9000","11","0"
"Southeast Asia","Indonesia","South Sumatra","1","0","0.0000","0","0","1","1.0000","1","1"
"Southeast Asia","Indonesia","Sulawesi","1","0","0.0000","0","0","3","3.0000","3","3"
"Southeast Asia","Indonesia","Sulawesi Tengah","1","0","0.0000","0","0","1","1.0000","1","1"
"Southeast Asia","Indonesia","Sumatera Selatan","1","0","0.0000","0","0","1","1.0000","1","1"
"Southeast Asia","Indonesia","Sumatra","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Indonesia","Unknown","7","3","0.4286","2","0","60","8.5714","60","0"
"Southeast Asia","Indonesia","West Java","11","16","1.4545","6","0","48","4.3636","29","0"
"Southeast Asia","Indonesia","West Sumatra","2","2","1.0000","2","0","0","0.0000","0","0"
"Southeast Asia","Indonesia","Yogyakarta","6","1","0.1667","1","0","12","2.0000","7","0"
"Southeast Asia","Indonesia","Yogyakarta Special Region","1","0","0.0000","0","0","1","1.0000","1","1"
"Southeast Asia","Laos","Champasak","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Laos","Phongsaly","1","2","2.0000","2","2","1","1.0000","1","1"
"Southeast Asia","Laos","Unknown","2","2","1.0000","2","0","10","5.0000","10","0"
"Southeast Asia","Laos","Vientiane","5","1","0.2000","1","0","9","1.8000","5","0"
"Southeast Asia","Laos","Xaisomboun","1","2","2.0000","2","2","1","1.0000","1","1"
"Southeast Asia","Malaysia","Johor","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Malaysia","Kedah","5","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Malaysia","Kuala Lumpur","6","0","0.0000","0","0","6","1.0000","3","0"
"Southeast Asia","Malaysia","Penang","5","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Malaysia","Perak","3","2","0.6667","2","0","0","0.0000","0","0"
"Southeast Asia","Malaysia","Putrajaya","1","1","1.0000","1","1","1","1.0000","1","1"
"Southeast Asia","Malaysia","Sabah","10","15","1.5000","8","0","6","0.6000","3","0"
"Southeast Asia","Malaysia","Sarawak","2","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Malaysia","Selangor","5","0","0.0000","0","0","1","0.2000","1","0"
"Southeast Asia","Myanmar","Ayeyarwady","1","3","3.0000","3","3","4","4.0000","4","4"
"Southeast Asia","Myanmar","Bago","8","16","2.0000","9","0","70","8.7500","47","0"
"Southeast Asia","Myanmar","Chin","1","0","0.0000","0","0","2","2.0000","2","2"
"Southeast Asia","Myanmar","Irrawaddy Region","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Myanmar","Kachin","26","4","0.1538","2","0","20","0.7692","4","0"
"Southeast Asia","Myanmar","Karen","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Myanmar","Kayah","4","10","2.5000","8","0","4","1.0000","2","0"
"Southeast Asia","Myanmar","Kayin","23","69","3.0000","16","0","70","3.0435","16","0"
"Southeast Asia","Myanmar","Magway","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Myanmar","Mandalay","8","26","3.2500","15","0","54","6.7500","18","0"
"Southeast Asia","Myanmar","Mon","16","60","3.7500","50","0","100","6.2500","60","0"
"Southeast Asia","Myanmar","Pegu","1","0","0.0000","0","0","4","4.0000","4","4"
"Southeast Asia","Myanmar","Rakhine","39","37","0.9487","30","0","25","0.6410","11","0"
"Southeast Asia","Myanmar","Rangoon","2","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Myanmar","Sagaing","4","11","2.7500","11","0","6","1.5000","6","0"
"Southeast Asia","Myanmar","Shan","46","135","2.9348","22","0","211","4.5870","46","0"
"Southeast Asia","Myanmar","Shan State","2","2","1.0000","1","1","11","5.5000","11","0"
"Southeast Asia","Myanmar","Tanintharyi","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Myanmar","Unknown","18","140","7.7778","36","0","112","6.2222","78","0"
"Southeast Asia","Myanmar","Yangon","29","42","1.4483","11","0","246","8.4828","54","0"
"Southeast Asia","Myanmar","Yangon Division","2","10","5.0000","9","1","64","32.0000","62","2"
"Southeast Asia","Philippines","Abra","13","12","0.9231","5","0","17","1.3077","6","0"
"Southeast Asia","Philippines","Aguasan Del Sur","3","17","5.6667","11","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Agusan del Norte","35","47","1.3429","14","0","13","0.3714","7","0"
"Southeast Asia","Philippines","Agusan del Sur","41","43","1.0488","16","0","33","0.8049","6","0"
"Southeast Asia","Philippines","Aklan","3","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Albay","18","15","0.8333","5","0","13","0.7222","6","0"
"Southeast Asia","Philippines","Antique","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Apayao","3","12","4.0000","8","0","4","1.3333","4","0"
"Southeast Asia","Philippines","Aurora","5","1","0.2000","1","0","1","0.2000","1","0"
"Southeast Asia","Philippines","Basilan","138","149","1.0797","18","0","331","2.3986","30","0"
"Southeast Asia","Philippines","Bataan","20","8","0.4000","3","0","21","1.0500","9","0"
"Southeast Asia","Philippines","Batangas","25","25","1.0000","4","0","22","0.8800","12","0"
"Southeast Asia","Philippines","Benguet","10","10","1.0000","10","0","7","0.7000","4","0"
"Southeast Asia","Philippines","Bicol","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Biliran","1","2","2.0000","2","2","0","0.0000","0","0"
"Southeast Asia","Philippines","Bohol","3","5","1.6667","3","1","1","0.3333","1","0"
"Southeast Asia","Philippines","Bukidnon","62","51","0.8226","10","0","97","1.5645","34","0"
"Southeast Asia","Philippines","Bulacan","10","11","1.1000","6","0","4","0.4000","2","0"
"Southeast Asia","Philippines","Cagayan","28","58","2.0714","13","0","51","1.8214","20","0"
"Southeast Asia","Philippines","Camarines Norte","13","21","1.6154","10","0","34","2.6154","16","0"
"Southeast Asia","Philippines","Camarines Sur","25","28","1.1200","7","0","18","0.7200","6","0"
"Southeast Asia","Philippines","Capiz","14","7","0.5000","3","0","13","0.9286","12","0"
"Southeast Asia","Philippines","Catanduanes","7","2","0.2857","2","0","9","1.2857","6","0"
"Southeast Asia","Philippines","Cavite","16","25","1.5625","9","0","15","0.9375","10","0"
"Southeast Asia","Philippines","Cebu","17","28","1.6471","15","0","20","1.1765","12","0"
"Southeast Asia","Philippines","Compostela Valley","67","24","0.3582","6","0","49","0.7313","12","0"
"Southeast Asia","Philippines","Davao","1","8","8.0000","8","8","12","12.0000","12","12"
"Southeast Asia","Philippines","Davao del Norte","37","44","1.1892","8","0","47","1.2703","11","0"
"Southeast Asia","Philippines","Davao del Sur","98","147","1.5000","24","0","681","6.9490","161","0"
"Southeast Asia","Philippines","Davao Oriental","23","24","1.0435","8","0","27","1.1739","13","0"
"Southeast Asia","Philippines","Davao Region","1","1","1.0000","1","1","2","2.0000","2","2"
"Southeast Asia","Philippines","Eastern Samar","7","4","0.5714","3","0","7","1.0000","4","0"
"Southeast Asia","Philippines","Ifugao","11","48","4.3636","12","0","26","2.3636","17","0"
"Southeast Asia","Philippines","Iligan","1","2","2.0000","2","2","0","0.0000","0","0"
"Southeast Asia","Philippines","Ilocos Norte","13","14","1.0769","5","0","12","0.9231","3","0"
"Southeast Asia","Philippines","Ilocos Sur","14","10","0.7143","5","0","11","0.7857","6","0"
"Southeast Asia","Philippines","Iloilo","40","22","0.5500","8","0","25","0.6250","7","0"
"Southeast Asia","Philippines","Isabela","24","77","3.2083","32","0","20","0.8333","11","0"
"Southeast Asia","Philippines","Kalinga","8","11","1.3750","3","0","25","3.1250","13","0"
"Southeast Asia","Philippines","Kalinga Apayao","1","17","17.0000","17","17","0","0.0000","0","0"
"Southeast Asia","Philippines","Kalinga-Apayao","1","1","1.0000","1","1","18","18.0000","18","18"
"Southeast Asia","Philippines","La Union","8","6","0.7500","2","0","17","2.1250","8","0"
"Southeast Asia","Philippines","Laguna","16","17","1.0625","3","0","26","1.6250","10","0"
"Southeast Asia","Philippines","Lanao del Norte","53","140","2.6415","44","0","195","3.6792","50","0"
"Southeast Asia","Philippines","Lanao del Sur","65","87","1.3385","39","0","88","1.3538","21","0"
"Southeast Asia","Philippines","Leyte","12","35","2.9167","14","0","52","4.3333","35","0"
"Southeast Asia","Philippines","Maguindanao","288","292","1.0139","22","0","683","2.3715","70","0"
"Southeast Asia","Philippines","Masbate","57","29","0.5088","4","0","38","0.6667","8","0"
"Southeast Asia","Philippines","Metropolitan Manila","87","56","0.6437","12","0","227","2.6092","20","0"
"Southeast Asia","Philippines","Metropolitian Manila","190","136","0.7158","19","0","475","2.5000","60","0"
"Southeast Asia","Philippines","Misamis Occidental","10","48","4.8000","30","0","122","12.2000","60","0"
"Southeast Asia","Philippines","Misamis Oriental","27","40","1.4815","9","0","137","5.0741","40","0"
"Southeast Asia","Philippines","Mountain Province","9","12","1.3333","7","0","17","1.8889","9","0"
"Southeast Asia","Philippines","Negros Occidental","58","55","0.9483","9","0","47","0.8103","9","0"
"Southeast Asia","Philippines","Negros Oriental","22","23","1.0455","7","0","6","0.2727","2","0"
"Southeast Asia","Philippines","North Catobato","1","0","0.0000","0","0","2","2.0000","2","2"
"Southeast Asia","Philippines","North Cotabato","226","209","0.9248","20","0","708","3.1327","60","0"
"Southeast Asia","Philippines","North Cotabo","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Northern Samar","15","11","0.7333","3","0","35","2.3333","6","0"
"Southeast Asia","Philippines","Nueva Ecija","36","32","0.8889","6","0","29","0.8056","7","0"
"Southeast Asia","Philippines","Nueva Vizcaya","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Occidental Mindoro","8","5","0.6250","2","0","14","1.7500","4","0"
"Southeast Asia","Philippines","Oriental Mindoro","5","5","1.0000","2","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Palawan","14","4","0.2857","2","0","14","1.0000","3","0"
"Southeast Asia","Philippines","Pampanga","26","24","0.9231","4","0","21","0.8077","10","0"
"Southeast Asia","Philippines","Pangasinan","16","17","1.0625","8","0","26","1.6250","7","0"
"Southeast Asia","Philippines","Quezon","26","33","1.2692","6","0","20","0.7692","9","0"
"Southeast Asia","Philippines","Quezon Province","1","1","1.0000","1","1","0","0.0000","0","0"
"Southeast Asia","Philippines","Quirino","6","1","0.1667","1","0","12","2.0000","6","0"
"Southeast Asia","Philippines","Rizal","10","4","0.4000","2","0","14","1.4000","6","0"
"Southeast Asia","Philippines","Romblon","1","0","0.0000","0","0","3","3.0000","3","3"
"Southeast Asia","Philippines","Samar","17","15","0.8824","5","0","30","1.7647","5","0"
"Southeast Asia","Philippines","Sarangani","20","4","0.2000","1","0","49","2.4500","32","0"
"Southeast Asia","Philippines","Siquijor","1","0","0.0000","0","0","0","0.0000","0","0"
"Southeast Asia","Philippines","Sorsogon","22","12","0.5455","2","0","11","0.5000","5","0"
