"region","country","provstate","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Eastern Europe","Ukraine","Luhansk Oblast","1","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Lviv","21","0","0.0000","0","0","3","0.1429","1","0"
"Eastern Europe","Ukraine","Mykolayiv","2","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Odessa","37","3","0.0811","2","0","6","0.1622","2","0"
"Eastern Europe","Ukraine","Poltava","4","1","0.2500","1","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Rivne","6","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Sumy","4","1","0.2500","1","0","2","0.5000","2","0"
"Eastern Europe","Ukraine","Ukraine","4","1","0.2500","1","0","16","4.0000","8","0"
"Eastern Europe","Ukraine","Unknown","2","1","0.5000","1","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Volyn","3","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Zakarpattia","4","7","1.7500","7","0","14","3.5000","14","0"
"Eastern Europe","Ukraine","Zaporizhzhya","1","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Ukraine","Zhytomyr","1","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Belgrade","4","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Bosnia-Herzegovina","7","2","0.2857","2","0","8","1.1429","6","0"
"Eastern Europe","Yugoslavia","Central Serbia","3","1","0.3333","1","0","7","2.3333","5","0"
"Eastern Europe","Yugoslavia","Croatia","5","1","0.2000","1","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Jablanica","1","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Kolubara","3","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Kosovo","51","27","0.5294","4","0","99","1.9412","40","0"
"Eastern Europe","Yugoslavia","Kosovo and Metohija","19","21","1.1053","20","0","9","0.4737","3","0"
"Eastern Europe","Yugoslavia","Macedonia","1","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Montenegro","1","0","0.0000","0","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Pcinja","1","2","2.0000","2","2","2","2.0000","2","2"
"Eastern Europe","Yugoslavia","Republika Srpska","5","3","0.6000","3","0","0","0.0000","0","0"
"Eastern Europe","Yugoslavia","Serbia","12","7","0.5833","2","0","22","1.8333","10","0"
"Eastern Europe","Yugoslavia","Vojvodina","2","1","0.5000","1","0","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Ain Defla","58","519","8.9483","206","0","202","3.4828","30","0"
"Middle East & North Africa","Algeria","Ain Temouchent","2","60","30.0000","38","22","12","6.0000","12","0"
"Middle East & North Africa","Algeria","Algiers","297","946","3.1852","85","0","2364","7.9596","286","0"
"Middle East & North Africa","Algeria","Algiers Province","1","21","21.0000","21","21","20","20.0000","20","20"
"Middle East & North Africa","Algeria","Annaba","7","17","2.4286","7","1","39","5.5714","30","0"
"Middle East & North Africa","Algeria","Aomar","2","0","0.0000","0","0","2","1.0000","2","0"
"Middle East & North Africa","Algeria","Batna","20","96","4.8000","22","0","50","2.5000","15","0"
"Middle East & North Africa","Algeria","Batna Province","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Bechar","1","36","36.0000","36","36","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Beijaia","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Bejaia","15","38","2.5333","7","0","71","4.7333","19","0"
"Middle East & North Africa","Algeria","Béjaïa Province","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Bir H'mam","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Algeria","Bir Mourad Rais","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","Algeria","Biskra","5","38","7.6000","18","0","25","5.0000","19","0"
"Middle East & North Africa","Algeria","Blida","108","965","8.9352","256","0","980","9.0741","194","0"
"Middle East & North Africa","Algeria","Blidu","1","6","6.0000","6","6","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Bordj Bou Arreridj","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Bordj Bou Arreridj Province","1","19","19.0000","19","19","8","8.0000","8","8"
"Middle East & North Africa","Algeria","Bordj Bour Arreridj","2","3","1.5000","3","0","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Bouira","64","137","2.1406","30","0","159","2.4844","22","0"
"Middle East & North Africa","Algeria","Bouira Province","2","5","2.5000","5","0","30","15.0000","20","10"
"Middle East & North Africa","Algeria","Boumerdes","149","325","2.1812","44","0","530","3.5570","47","0"
"Middle East & North Africa","Algeria","Boumerdes Province","10","22","2.2000","10","0","55","5.5000","18","1"
"Middle East & North Africa","Algeria","Chlef","30","141","4.7000","42","0","72","2.4000","28","0"
"Middle East & North Africa","Algeria","Constantine","23","33","1.4348","9","0","17","0.7391","4","0"
"Middle East & North Africa","Algeria","Dahra","1","23","23.0000","23","23","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Djelfa","23","165","7.1739","20","0","73","3.1739","39","0"
"Middle East & North Africa","Algeria","El Aissaoui","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Algeria","El Bayadh","1","2","2.0000","2","2","1","1.0000","1","1"
"Middle East & North Africa","Algeria","El Bordj","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Algeria","El Oued","3","2","0.6667","2","0","0","0.0000","0","0"
"Middle East & North Africa","Algeria","El-Oued","1","17","17.0000","17","17","60","60.0000","60","60"
"Middle East & North Africa","Algeria","Ghardaia","1","14","14.0000","14","14","7","7.0000","7","7"
"Middle East & North Africa","Algeria","Guelma","2","1","0.5000","1","0","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Guerrouche","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","Algeria","Haoudh","1","1","1.0000","1","1","5","5.0000","5","5"
"Middle East & North Africa","Algeria","Illizi","4","77","19.2500","69","0","10","2.5000","8","0"
"Middle East & North Africa","Algeria","Jijel","47","127","2.7021","49","0","91","1.9362","10","0"
"Middle East & North Africa","Algeria","Jijel Province","1","9","9.0000","9","9","3","3.0000","3","3"
"Middle East & North Africa","Algeria","Kabylie Region","1","5","5.0000","5","5","20","20.0000","20","20"
"Middle East & North Africa","Algeria","Khenchela","5","25","5.0000","12","2","23","4.6000","13","0"
"Middle East & North Africa","Algeria","Laghouat","15","81","5.4000","20","0","116","7.7333","27","0"
"Middle East & North Africa","Algeria","M'Sila","8","31","3.8750","13","0","11","1.3750","7","0"
"Middle East & North Africa","Algeria","M'sila Province","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Mascara","15","108","7.2000","21","1","60","4.0000","42","0"
"Middle East & North Africa","Algeria","Medea","47","249","5.2979","22","0","159","3.3830","42","0"
"Middle East & North Africa","Algeria","Médéa Province","2","17","8.5000","12","5","10","5.0000","9","1"
"Middle East & North Africa","Algeria","Mila","1","9","9.0000","9","9","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Mostaganem","2","0","0.0000","0","0","3","1.5000","3","0"
"Middle East & North Africa","Algeria","Muaskar","2","6","3.0000","3","3","65","32.5000","62","3"
"Middle East & North Africa","Algeria","Oran","25","58","2.3200","30","0","45","1.8000","35","0"
"Middle East & North Africa","Algeria","Ouargla","2","6","3.0000","4","2","3","1.5000","3","0"
"Middle East & North Africa","Algeria","Oum El Bouaghi","1","7","7.0000","7","7","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Relizane","12","291","24.2500","206","1","91","7.5833","82","0"
"Middle East & North Africa","Algeria","Saida","14","116","8.2857","21","1","8","0.5714","4","0"
"Middle East & North Africa","Algeria","Setif","9","38","4.2222","17","0","23","2.5556","13","0"
"Middle East & North Africa","Algeria","Setif Province","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Algeria","Sidi Bel Abbes","21","65","3.0952","15","0","20","0.9524","11","0"
"Middle East & North Africa","Algeria","Skikda","27","38","1.4074","10","0","71","2.6296","13","0"
"Middle East & North Africa","Algeria","Skikida","1","4","4.0000","4","4","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Tamanghasset","1","1","1.0000","1","1","15","15.0000","15","15"
"Middle East & North Africa","Algeria","Tbessa","6","19","3.1667","5","0","9","1.5000","4","0"
"Middle East & North Africa","Algeria","Tebessa","14","36","2.5714","9","0","24","1.7143","6","0"
"Middle East & North Africa","Algeria","Tebessa Province","2","2","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Tiaret","17","105","6.1765","29","0","109","6.4118","30","0"
"Middle East & North Africa","Algeria","Tipasa","10","34","3.4000","12","0","33","3.3000","20","0"
"Middle East & North Africa","Algeria","Tipaza","23","85","3.6957","13","0","75","3.2609","30","0"
"Middle East & North Africa","Algeria","Tissemsilt","5","53","10.6000","24","2","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Tissemsilt Province","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Tissimsilt","1","4","4.0000","4","4","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Tissmesilt","2","5","2.5000","3","2","0","0.0000","0","0"
"Middle East & North Africa","Algeria","Tizi Ouzau","1","2","2.0000","2","2","2","2.0000","2","2"
"Middle East & North Africa","Algeria","Tizi Ouzou","92","141","1.5326","10","0","224","2.4348","25","0"
"Middle East & North Africa","Algeria","Tizi Ouzou Province","9","8","0.8889","3","0","22","2.4444","6","0"
"Middle East & North Africa","Algeria","Tlemcen","20","108","5.4000","41","0","102","5.1000","30","0"
"Middle East & North Africa","Algeria","Unknown","51","542","10.6275","93","0","137","2.6863","61","0"
"Middle East & North Africa","Algeria","Wilaya de Djelfa","1","5","5.0000","5","5","0","0.0000","0","0"
"Middle East & North Africa","Bahrain","Capital","39","13","0.3333","4","0","28","0.7179","11","0"
"Middle East & North Africa","Bahrain","Central","22","1","0.0455","1","0","10","0.4545","4","0"
"Middle East & North Africa","Bahrain","Muharraq","4","0","0.0000","0","0","3","0.7500","2","0"
"Middle East & North Africa","Bahrain","Northern","34","2","0.0588","1","0","20","0.5882","9","0"
"Middle East & North Africa","Bahrain","Southern","5","2","0.4000","1","0","6","1.2000","5","0"
"Middle East & North Africa","Bahrain","Unknown","6","0","0.0000","0","0","1","0.1667","1","0"
"Middle East & North Africa","Egypt","Al Sharqia","27","10","0.3704","3","0","49","1.8148","20","0"
"Middle East & North Africa","Egypt","Alexandria","22","48","2.1818","23","0","177","8.0455","97","0"
"Middle East & North Africa","Egypt","Aswan","8","19","2.3750","10","0","9","1.1250","5","0"
"Middle East & North Africa","Egypt","Asyut","86","157","1.8256","54","0","146","1.6977","11","0"
"Middle East & North Africa","Egypt","Beheira","10","6","0.6000","3","0","42","4.2000","33","0"
"Middle East & North Africa","Egypt","Beni Suef","9","5","0.5556","2","0","12","1.3333","3","0"
"Middle East & North Africa","Egypt","Cairo","108","109","1.0093","29","0","424","3.9259","70","0"
"Middle East & North Africa","Egypt","Dakahlia","3","16","5.3333","16","0","130","43.3333","130","0"
"Middle East & North Africa","Egypt","Damietta","7","8","1.1429","4","0","9","1.2857","5","0"
"Middle East & North Africa","Egypt","Faiyum","24","9","0.3750","4","0","14","0.5833","3","0"
"Middle East & North Africa","Egypt","Gharbia","13","32","2.4615","31","0","106","8.1538","89","0"
"Middle East & North Africa","Egypt","Giza","53","59","1.1132","17","0","108","2.0377","15","0"
"Middle East & North Africa","Egypt","Ismailia","13","20","1.5385","5","0","16","1.2308","6","0"
"Middle East & North Africa","Egypt","Kafr el-Sheikh","2","4","2.0000","3","1","8","4.0000","5","3"
"Middle East & North Africa","Egypt","Luxor","3","65","21.6667","58","2","6","2.0000","5","0"
"Middle East & North Africa","Egypt","Minya","143","258","1.8042","30","0","186","1.3007","20","0"
"Middle East & North Africa","Egypt","Monufia","9","6","0.6667","4","0","11","1.2222","9","0"
"Middle East & North Africa","Egypt","New Valley","4","28","7.0000","25","0","9","2.2500","4","0"
"Middle East & North Africa","Egypt","North Sinai","456","1195","2.6206","311","0","1306","2.8640","127","0"
"Middle East & North Africa","Egypt","North Sinai Governorate","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Egypt","Port Said","8","1","0.1250","1","0","7","0.8750","3","0"
"Middle East & North Africa","Egypt","Qalyubia","13","5","0.3846","4","0","55","4.2308","29","0"
"Middle East & North Africa","Egypt","Qena","16","20","1.2500","4","0","38","2.3750","12","0"
"Middle East & North Africa","Egypt","Red Sea","2","3","1.5000","3","0","2","1.0000","2","0"
"Middle East & North Africa","Egypt","Shamal Sina","8","1","0.1250","1","0","6","0.7500","3","0"
"Middle East & North Africa","Egypt","Sinai","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Egypt","Sohag","8","12","1.5000","7","0","20","2.5000","8","0"
"Middle East & North Africa","Egypt","South Sinai","10","67","6.7000","32","0","329","32.9000","159","0"
"Middle East & North Africa","Egypt","South Sinai Governorate","1","91","91.0000","91","91","110","110.0000","110","110"
"Middle East & North Africa","Egypt","Suez","9","7","0.7778","3","0","8","0.8889","4","0"
"Middle East & North Africa","Egypt","Unknown","12","6","0.5000","2","0","5","0.4167","2","0"
"Middle East & North Africa","International","Gulf of Aden","1","1","1.0000","1","1","12","12.0000","12","12"
"Middle East & North Africa","Iran","Babil","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Baghdad","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Iran","Esfahan","5","2","0.4000","1","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Fars","5","14","2.8000","12","0","201","40.2000","200","0"
"Middle East & North Africa","Iran","Gilan","1","6","6.0000","6","6","50","50.0000","50","50"
"Middle East & North Africa","Iran","Hamadan","4","1","0.2500","1","0","21","5.2500","21","0"
"Middle East & North Africa","Iran","Ilam","2","3","1.5000","3","0","4","2.0000","4","0"
"Middle East & North Africa","Iran","Kerman","1","12","12.0000","12","12","1","1.0000","1","1"
"Middle East & North Africa","Iran","Kermanshah","10","54","5.4000","20","0","58","5.8000","35","0"
"Middle East & North Africa","Iran","Khuzestan","28","45","1.6071","9","0","301","10.7500","102","0"
"Middle East & North Africa","Iran","Kohgiluyeh and Buyer Ahmad","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Kordestan","11","30","2.7273","12","0","44","4.0000","18","0"
"Middle East & North Africa","Iran","Lorestan","3","3","1.0000","3","0","18","6.0000","13","0"
"Middle East & North Africa","Iran","Manzandaran","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Mazandaran","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Qadisiyah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Qazvin","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Iran","Qom","7","0","0.0000","0","0","31","4.4286","23","0"
"Middle East & North Africa","Iran","Razavi Khorasan","11","75","6.8182","70","0","104","9.4545","100","0"
"Middle East & North Africa","Iran","Sistan and Balochistan","19","111","5.8421","35","0","408","21.4737","301","0"
"Middle East & North Africa","Iran","Sistan and Baluchestan","7","15","2.1429","3","1","47","6.7143","42","0"
"Middle East & North Africa","Iran","Tehran","86","238","2.7674","74","0","412","4.7907","100","0"
"Middle East & North Africa","Iran","Unknown","6","6","1.0000","3","0","1","0.1667","1","0"
"Middle East & North Africa","Iran","West Azerbaijan","8","22","2.7500","14","0","8","1.0000","4","0"
"Middle East & North Africa","Iraq","Al Anbar","1190","3114","2.6168","71","0","4558","3.8303","120","0"
"Middle East & North Africa","Iraq","Al Qadisiyah","14","6","0.4286","4","0","37","2.6429","32","0"
"Middle East & North Africa","Iraq","Arbil","36","255","7.0833","60","0","919","25.5278","150","0"
"Middle East & North Africa","Iraq","At Tamim","49","140","2.8571","22","0","453","9.2449","68","0"
"Middle East & North Africa","Iraq","Babil","415","1883","4.5373","110","0","4492","10.8241","200","0"
"Middle East & North Africa","Iraq","Baghdad","3386","10928","3.2274","383","0","29915","8.8349","552","0"
"Middle East & North Africa","Iraq","Basra","132","347","2.6288","74","0","804","6.0909","100","0"
"Middle East & North Africa","Iraq","Dhi Qar","21","170","8.0952","46","0","280","13.3333","80","0"
"Middle East & North Africa","Iraq","Dihok","10","13","1.3000","7","0","6","0.6000","2","0"
"Middle East & North Africa","Iraq","Diyala","1219","3530","2.8958","121","0","6679","5.4791","130","0"
"Middle East & North Africa","Iraq","Karbala","56","363","6.4821","69","0","1374","24.5357","178","0"
"Middle East & North Africa","Iraq","Kirkuk","775","1300","1.6774","83","0","5489","7.0826","1500","0"
"Middle East & North Africa","Iraq","Maysan","14","49","3.5000","42","0","179","12.7857","125","0"
"Middle East & North Africa","Iraq","Muthanna","11","44","4.0000","18","0","91","8.2727","32","0"
"Middle East & North Africa","Iraq","Najaf","20","146","7.3000","59","0","426","21.3000","132","0"
"Middle East & North Africa","Iraq","Nineveh","1076","3948","3.6691","670","0","6861","6.3764","750","0"
"Middle East & North Africa","Iraq","Qadisiyah","9","47","5.2222","27","0","46","5.1111","30","0"
"Middle East & North Africa","Iraq","Saladin","1346","3426","2.5453","150","0","7536","5.5988","250","0"
"Middle East & North Africa","Iraq","Sulaymaniyah","29","82","2.8276","51","0","107","3.6897","40","0"
"Middle East & North Africa","Iraq","Unknown","49","157","3.2041","60","0","176","3.5918","33","0"
"Middle East & North Africa","Iraq","Wasit","49","209","4.2653","59","0","411","8.3878","68","0"
"Middle East & North Africa","Israel","Central","66","113","1.7121","26","0","699","10.5909","72","0"
"Middle East & North Africa","Israel","Golan Heights","10","6","0.6000","3","0","13","1.3000","7","0"
"Middle East & North Africa","Israel","Haifa","44","169","3.8409","42","0","648","14.7273","100","0"
"Middle East & North Africa","Israel","Jerusalem","203","272","1.3399","26","0","2081","10.2512","171","0"
"Middle East & North Africa","Israel","Mount Lebanon","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Israel","North Sinai","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Israel","Northern","82","148","1.8049","25","0","429","5.2317","70","0"
"Middle East & North Africa","Israel","Southern","352","125","0.3551","12","0","542","1.5398","62","0"
"Middle East & North Africa","Israel","Tel Aviv","71","88","1.2394","24","0","575","8.0986","103","0"
"Middle East & North Africa","Israel","Unknown","18","16","0.8889","6","0","70","3.8889","55","0"
"Middle East & North Africa","Jordan","Amman","37","73","1.9730","21","0","114","3.0811","34","0"
"Middle East & North Africa","Jordan","Aqaba","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","Jordan","Balqa","1","2","2.0000","2","2","5","5.0000","5","5"
"Middle East & North Africa","Jordan","Irbid","2","1","0.5000","1","0","17","8.5000","16","1"
"Middle East & North Africa","Jordan","Karak","1","14","14.0000","14","14","29","29.0000","29","29"
"Middle East & North Africa","Jordan","Maan","8","3","0.3750","3","0","2","0.2500","1","0"
"Middle East & North Africa","Jordan","Mafraq","1","8","8.0000","8","8","13","13.0000","13","13"
"Middle East & North Africa","Jordan","Unknown","4","1","0.2500","1","0","1","0.2500","1","0"
"Middle East & North Africa","Jordan","Zarqa","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Kuwait","Ahmadi","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","Kuwait","Asimah","17","31","1.8235","28","0","235","13.8235","227","0"
"Middle East & North Africa","Kuwait","Basra","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Kuwait","Jahra","2","0","0.0000","0","0","4","2.0000","3","1"
"Middle East & North Africa","Kuwait","Unknown","3","0","0.0000","0","0","1","0.3333","1","0"
"Middle East & North Africa","Lebanon","An Nabatiyah","128","153","1.1953","15","0","183","1.4297","10","0"
"Middle East & North Africa","Lebanon","Beirut","317","577","1.8202","98","0","1863","5.8770","300","0"
"Middle East & North Africa","Lebanon","Beqaa","143","177","1.2378","35","0","494","3.4545","133","0"
"Middle East & North Africa","Lebanon","Mount Lebanon","71","237","3.3380","60","0","1299","18.2958","200","0"
"Middle East & North Africa","Lebanon","North","114","369","3.2368","75","0","997","8.7456","150","0"
"Middle East & North Africa","Lebanon","South","242","200","0.8264","12","0","521","2.1529","60","0"
"Middle East & North Africa","Lebanon","Unknown","60","65","1.0833","10","0","182","3.0333","60","0"
"Middle East & North Africa","Libya","Benghazi","388","428","1.1031","23","0","881","2.2706","112","0"
"Middle East & North Africa","Libya","Butnan","10","4","0.4000","1","0","38","3.8000","20","0"
"Middle East & North Africa","Libya","Derna","66","101","1.5303","17","0","151","2.2879","25","0"
"Middle East & North Africa","Libya","Jabal Al Akhdar","14","0","0.0000","0","0","5","0.3571","3","0"
"Middle East & North Africa","Libya","Jabal Al Gharbi","18","6","0.3333","4","0","6","0.3333","4","0"
"Middle East & North Africa","Libya","Jafara","7","24","3.4286","19","0","11","1.5714","7","0"
"Middle East & North Africa","Libya","Jufra","5","36","7.2000","11","0","7","1.4000","3","0"
"Middle East & North Africa","Libya","Kufra","3","2","0.6667","2","0","1","0.3333","1","0"
"Middle East & North Africa","Libya","Marj","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Libya","Misrata","21","89","4.2381","66","0","133","6.3333","100","0"
"Middle East & North Africa","Libya","Murqub","6","11","1.8333","6","0","15","2.5000","14","0"
"Middle East & North Africa","Libya","Nalut","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Libya","Nuqat Al Khams","2","0","0.0000","0","0","2","1.0000","2","0"
"Middle East & North Africa","Libya","Sabha","18","6","0.3333","2","0","30","1.6667","10","0"
"Middle East & North Africa","Libya","Sirte","74","66","0.8919","8","0","47","0.6351","9","0"
"Middle East & North Africa","Libya","Tripoli","138","107","0.7754","20","0","298","2.1594","69","0"
"Middle East & North Africa","Libya","Unknown","8","10","1.2500","5","0","12","1.5000","11","0"
"Middle East & North Africa","Libya","Wadi Al Hayaa","8","0","0.0000","0","0","30","3.7500","27","0"
"Middle East & North Africa","Libya","Wadi al Shatii","4","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Libya","Wahat","26","20","0.7692","6","0","28","1.0769","5","0"
"Middle East & North Africa","Libya","Zawiya","10","2","0.2000","1","0","5","0.5000","5","0"
"Middle East & North Africa","Morocco","Ceuta","1","0","0.0000","0","0","17","17.0000","17","17"
"Middle East & North Africa","Morocco","Grand Casablanca","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Morocco","Greater Casablanca","5","36","7.2000","19","1","65","13.0000","20","1"
"Middle East & North Africa","Morocco","Marrakech-Tensift-El Haouz","1","17","17.0000","17","17","24","24.0000","24","24"
"Middle East & North Africa","Morocco","Meknes-Tafilalet","1","0","0.0000","0","0","17","17.0000","17","17"
"Middle East & North Africa","Morocco","Oriental","3","3","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Morocco","Rabat-Sale-Zemmour-Zaer","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","North Yemen","Amanat Al Asimah","2","0","0.0000","0","0","1","0.5000","1","0"
"Middle East & North Africa","Qatar","Doha","3","2","0.6667","2","0","12","4.0000","12","0"
"Middle East & North Africa","Qatar","Unknown","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Saudi Arabia","Asir","8","6","0.7500","3","0","30","3.7500","14","0"
"Middle East & North Africa","Saudi Arabia","Eastern","29","40","1.3793","23","0","128","4.4138","100","0"
"Middle East & North Africa","Saudi Arabia","Eastern Province","7","43","6.1429","22","0","435","62.1429","386","1"
"Middle East & North Africa","Saudi Arabia","Hail","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Saudi Arabia","Jazan","39","29","0.7436","4","0","103","2.6410","28","0"
"Middle East & North Africa","Saudi Arabia","Jizan","2","4","2.0000","3","1","12","6.0000","11","1"
"Middle East & North Africa","Saudi Arabia","Madinah","3","3","1.0000","3","0","1","0.3333","1","0"
"Middle East & North Africa","Saudi Arabia","Makkah","11","21","1.9091","9","0","38","3.4545","16","0"
"Middle East & North Africa","Saudi Arabia","Najran","32","48","1.5000","7","0","72","2.2500","12","0"
"Middle East & North Africa","Saudi Arabia","Northern Borders","1","7","7.0000","7","7","3","3.0000","3","3"
"Middle East & North Africa","Saudi Arabia","Qassim","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Saudi Arabia","Riyadh","18","42","2.3333","17","0","421","23.3889","145","0"
"Middle East & North Africa","Saudi Arabia","Tabuk","2","7","3.5000","7","0","101","50.5000","101","0"
"Middle East & North Africa","Saudi Arabia","Unknown","2","0","0.0000","0","0","2","1.0000","2","0"
"Middle East & North Africa","South Yemen","Adan","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Syria","Al Hasakah","32","270","8.4375","35","0","545","17.0313","85","0"
"Middle East & North Africa","Syria","Aleppo","242","1493","6.1694","174","0","2976","12.2975","201","0"
"Middle East & North Africa","Syria","As Suwayda","6","23","3.8333","9","0","54","9.0000","41","0"
"Middle East & North Africa","Syria","Damascus","209","930","4.4498","62","0","2882","13.7895","370","0"
"Middle East & North Africa","Syria","Daraa","21","94","4.4762","18","0","155","7.3810","30","0"
"Middle East & North Africa","Syria","Deir ez-Zor","21","214","10.1905","78","0","316","15.0476","140","0"
"Middle East & North Africa","Syria","Hamah","30","194","6.4667","40","0","250","8.3333","50","0"
"Middle East & North Africa","Syria","Homs","86","919","10.6860","433","0","1049","12.1977","160","0"
"Middle East & North Africa","Syria","Idlib","48","272","5.6667","40","0","832","17.3333","135","0"
"Middle East & North Africa","Syria","Latakia","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Syria","Lattakia","12","44","3.6667","12","0","99","8.2500","35","0"
"Middle East & North Africa","Syria","Quneitra","3","2","0.6667","2","0","0","0.0000","0","0"
"Middle East & North Africa","Syria","Raqqah","18","59","3.2778","38","0","42","2.3333","24","0"
"Middle East & North Africa","Syria","Rif Dimashq","20","127","6.3500","40","0","111","5.5500","24","0"
"Middle East & North Africa","Syria","Tartus","2","1","0.5000","1","0","5","2.5000","5","0"
"Middle East & North Africa","Syria","Unknown","7","19","2.7143","12","0","75","10.7143","65","0"
"Middle East & North Africa","Tunisia","Beja","1","2","2.0000","2","2","1","1.0000","1","1"
"Middle East & North Africa","Tunisia","Ben Arous","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Tunisia","Jendouba","3","10","3.3333","6","0","7","2.3333","4","0"
"Middle East & North Africa","Tunisia","Kairouan","2","16","8.0000","8","8","18","9.0000","9","9"
"Middle East & North Africa","Tunisia","Kasserine","14","23","1.6429","5","0","38","2.7143","7","0"
"Middle East & North Africa","Tunisia","Kef","6","12","2.0000","5","0","25","4.1667","10","0"
"Middle East & North Africa","Tunisia","Manouba","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Tunisia","Medenine","3","1","0.3333","1","0","1","0.3333","1","0"
"Middle East & North Africa","Tunisia","Medenine Governorate","1","21","21.0000","21","21","30","30.0000","30","30"
"Middle East & North Africa","Tunisia","Monastir","2","0","0.0000","0","0","6","3.0000","6","0"
"Middle East & North Africa","Tunisia","Sidi Bouzid","2","4","2.0000","2","2","11","5.5000","6","5"
"Middle East & North Africa","Tunisia","Siliana","1","0","0.0000","0","0","0","0.0000","0","0"
