"region","country","provstate","city","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Middle East & North Africa","Turkey","Unknown","Narlica","1","8","8.0000","8","8","6","6.0000","6","6"
"Middle East & North Africa","Turkey","Unknown","Ormancik","1","16","16.0000","16","16","7","7.0000","7","7"
"Middle East & North Africa","Turkey","Unknown","Razik","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Unknown","Siferezan","1","20","20.0000","20","20","30","30.0000","30","30"
"Middle East & North Africa","Turkey","Unknown","Sultan Sexmus","1","4","4.0000","4","4","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Unknown","Taygun","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Unknown","Uludag","1","0","0.0000","0","0","5","5.0000","5","5"
"Middle East & North Africa","Turkey","Unknown","Unknown","46","264","5.7391","77","0","49","1.0652","25","0"
"Middle East & North Africa","Turkey","Unknown","Xirbekan","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Unknown","Yoreaik","1","3","3.0000","3","3","47","47.0000","47","47"
"Middle East & North Africa","Turkey","Unknown","Yukarigunesli","1","1","1.0000","1","1","3","3.0000","3","3"
"Middle East & North Africa","Turkey","Unknown","Yusuftas","1","9","9.0000","9","9","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Unknown","Zoxrim","1","5","5.0000","5","5","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Arc","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Asagimollahasan","1","1","1.0000","1","1","4","4.0000","4","4"
"Middle East & North Africa","Turkey","Van","Bahcesaray","2","2","1.0000","2","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Baskale","1","0","0.0000","0","0","13","13.0000","13","13"
"Middle East & North Africa","Turkey","Van","Baskale district","2","5","2.5000","4","1","3","1.5000","2","1"
"Middle East & North Africa","Turkey","Van","Bilgi","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Caldiran district","4","8","2.0000","6","0","6","1.5000","3","0"
"Middle East & North Africa","Turkey","Van","Edremit district","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Ercis district","2","0","0.0000","0","0","2","1.0000","2","0"
"Middle East & North Africa","Turkey","Van","Gevas district","2","0","0.0000","0","0","8","4.0000","6","2"
"Middle East & North Africa","Turkey","Van","Ilicak","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Ipekyolu","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Turkey","Van","Ipekyolu district","6","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Kapikoy","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Turkey","Van","Kecikayasi","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Turkey","Van","Kisikli","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Muks District","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Muradiye","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Muradiye district","3","1","0.3333","1","0","1","0.3333","1","0"
"Middle East & North Africa","Turkey","Van","Ogulveren","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Saray","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Ulupamir","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Unknown","8","3","0.3750","3","0","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Van","Van","15","12","0.8000","3","0","193","12.8667","70","0"
"Middle East & North Africa","Turkey","Van","Yalinca","1","1","1.0000","1","1","2","2.0000","2","2"
"Middle East & North Africa","Turkey","Van","Yavuzlar","1","0","0.0000","0","0","8","8.0000","8","8"
"Middle East & North Africa","Turkey","Zinguldak","Kale","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Turkey","Zinguldak","Zonguldak","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","United Arab Emirates","Abu Dhabi","Abu Dhabi","2","1","0.5000","1","0","0","0.0000","0","0"
"Middle East & North Africa","United Arab Emirates","Dubai","Dubai","4","2","0.5000","1","0","2","0.5000","2","0"
"Middle East & North Africa","United Arab Emirates","Dubai","Unknown","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","United Arab Emirates","Fujairah","Fujairah","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","United Arab Emirates","Maekel","Asmara","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","United Arab Emirates","Unknown","Unknown","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Abasah","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Abasan al-Sair","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Al-Qarrarah","1","3","3.0000","3","3","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Al-Shati","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Alei Sinai","1","4","4.0000","4","4","14","14.0000","14","14"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Atsmona","1","6","6.0000","6","6","24","24.0000","24","24"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Bani Suhaylah","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Bani Suheila","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Beit Hanoun","7","3","0.4286","2","0","17","2.4286","8","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Beit Lahia","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Beit Lahiya","4","3","0.7500","1","0","3","0.7500","3","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Bureij","1","4","4.0000","4","4","40","40.0000","40","40"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Deir al-Balah","4","1","0.2500","1","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Dogit","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Dugit","2","7","3.5000","4","3","3","1.5000","3","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Elei Sinai","2","3","1.5000","3","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Gadid","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Ganei Tal","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Gaza","166","120","0.7229","17","0","407","2.4518","200","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Gilo","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Gosh Qatif","2","2","1.0000","2","0","8","4.0000","8","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Gush Katif","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Gush Qatif","5","6","1.2000","4","0","10","2.0000","4","1"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Jabaliya","5","1","0.2000","1","0","3","0.6000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Kfar Darom","8","15","1.8750","8","0","57","7.1250","40","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Khan Yunis","28","23","0.8214","4","0","21","0.7500","6","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Morag","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Moshev Ganey Tal","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Netzarim","21","13","0.6190","3","0","28","1.3333","10","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Neveh Dekalim","3","1","0.3333","1","0","2","0.6667","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Nisanit","3","0","0.0000","0","0","6","2.0000","4","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Niv Dekalim","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Nuseirat","3","1","0.3333","1","0","6","2.0000","6","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Nusseirat","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Qatif","3","0","0.0000","0","0","1","0.3333","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Rafah","39","26","0.6667","3","0","31","0.7949","6","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Rafiah Yam","3","4","1.3333","3","0","3","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Shujayah","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Sufa","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","Gaza Strip","Unknown","44","16","0.3636","4","0","49","1.1136","8","0"
"Middle East & North Africa","West Bank and Gaza Strip","Unknown","Gush Egyon","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","Unknown","Kiryat Arba","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ain Siniya","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Akraba","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Arroub","1","1","1.0000","1","1","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Arrub","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","al-Bireh","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Deirat","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Jabah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Jib","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Khader","1","1","1.0000","1","1","10","10.0000","10","10"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Ram","1","0","0.0000","0","0","9","9.0000","9","9"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","al-Tira","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Al-Walaja","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Alei Zahav","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Alfei Menashe","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Allenby","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Alon Shvut","2","3","1.5000","3","0","5","2.5000","5","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ariel","5","8","1.6000","4","0","16","3.2000","14","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Arraba","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Arrabeh","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Atarot","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Avnei Hefetz","2","0","0.0000","0","0","2","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Awsarin","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Azun","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Azzun","4","1","0.2500","1","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Baka El Sharqia","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Balata","2","0","0.0000","0","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bardaleh","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bayt Furik","2","0","0.0000","0","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bayt Jala","2","0","0.0000","0","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bayt Umar","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Einun","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit El","6","1","0.1667","1","0","7","1.1667","3","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Fajjar","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Furik","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Jallah","1","1","1.0000","1","1","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Lid","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Sahour","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beit Sahur","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beita","1","3","3.0000","3","3","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beita a Tahta","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Beitilu","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Benyamin","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bet El","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Betar Illit","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Betar Illlit","1","3","3.0000","3","3","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bethlehem","16","4","0.2500","1","0","13","0.8125","4","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bidiya","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bir Zeit","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Bireh","5","2","0.4000","1","0","2","0.4000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Birzeit","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Burin","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Burqa","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Burqin","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Buruquin","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Dayr Izbi","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Dayr Nizam","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Deer-Sharaph","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Deir Abu Mashaal","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Deir al-Balah","2","1","0.5000","1","0","6","3.0000","6","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Deir Istiya","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Dhannabah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Dheisha","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Dolev","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Duma","6","3","0.5000","3","0","8","1.3333","5","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Dura Al-Qara","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Efrat","2","1","0.5000","1","0","4","2.0000","4","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ein Samiya","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ein Yabus","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Einabus","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Einav","2","2","1.0000","1","1","3","1.5000","2","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Eizariya","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","El Bireh","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Eli","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Elon Moreh","4","1","0.2500","1","0","2","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Emanuel","4","25","6.2500","10","0","71","17.7500","30","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Genin","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Gevaot","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hable","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Halamish","2","0","0.0000","0","0","4","2.0000","4","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Halhol","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Halhul","2","1","0.5000","1","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hallamish","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hamra","2","5","2.5000","4","1","6","3.0000","4","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Har Bracha","2","1","0.5000","1","0","2","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Harith","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Havat Gilad","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hawara","7","2","0.2857","2","0","2","0.2857","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hebron","87","84","0.9655","48","0","223","2.5632","100","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hebron district","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hermesh","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Homesh","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Hursa","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Husan","4","1","0.2500","1","0","4","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Huwwara","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Itamar","2","10","5.0000","7","3","2","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Izmut","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jaba","2","0","0.0000","0","0","20","10.0000","20","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jalazoun","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Janin","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jenin","25","15","0.6000","3","0","25","1.0000","5","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jericho","9","3","0.3333","1","0","16","1.7778","7","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jersusalem","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jerusalem","48","21","0.4375","7","0","135","2.8125","37","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Jit","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kabatiya","8","5","0.6250","1","0","3","0.3750","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kafr Aqb","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kafr Nima","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kafr Rai","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kafr Yasuf","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kalandiya","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Karmei Tzur","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Karmei Zur","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kdumim","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kedumim","2","1","0.5000","1","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kefar Adumim","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kfar Ezion","3","2","0.6667","2","0","4","1.3333","3","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kharbatha","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Khillet al-Wusta","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Khirbat Abu Falah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kiryat Arba","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kiryat Sefer","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kiryatarba","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kochav HaShachar","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kusra","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Kyriat Sefer","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Latrun","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Maale Adumim","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Maale Shomron","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Maaleh Michmash","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Madama","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Marj Naja","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Matityahu","1","1","1.0000","1","1","10","10.0000","10","10"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Mazraa el-Sharkiya","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Mehola","2","1","0.5000","1","0","3","1.5000","3","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Midgal Oz","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Mizpe Yeriho","1","4","4.0000","4","4","37","37.0000","37","37"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Moshav Argaman","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Mughayir","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Naaran","1","3","3.0000","3","3","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nablus","60","30","0.5000","4","0","64","1.0667","17","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nablus district","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nachal Sorek","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nahalin","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nahliel","1","0","0.0000","0","0","3","3.0000","3","3"
