"region","country","provstate","city","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Sub-Saharan Africa","Nigeria","Benue","Umenger","1","3","3.0000","3","3","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Benue","Unknown","9","8","0.8889","2","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Benue","Uzaagir","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Benue","Vande Ikya district","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Abbari","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Abbati","1","7","7.0000","7","7","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Aduwari","2","18","9.0000","14","4","5","2.5000","5","0"
"Sub-Saharan Africa","Nigeria","Borno","Ajidari","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Ajiri","1","7","7.0000","7","7","19","19.0000","19","19"
"Sub-Saharan Africa","Nigeria","Borno","Akwada","1","2","2.0000","2","2","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Borno","Alagarno","1","4","4.0000","4","4","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Alau Ngawa Fate","1","2","2.0000","2","2","9","9.0000","9","9"
"Sub-Saharan Africa","Nigeria","Borno","Alau-Kofa","1","2","2.0000","2","2","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Borno","Ali Kotoko","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Amarwa","1","4","4.0000","4","4","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Amuda","1","5","5.0000","5","5","13","13.0000","13","13"
"Sub-Saharan Africa","Nigeria","Borno","Arbokko","1","4","4.0000","4","4","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Ashaka","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Ashir","1","0","0.0000","0","0","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Borno","Askira","4","5","1.2500","3","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Atagara","1","2","2.0000","2","2","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Borno","Auno","1","2","2.0000","2","2","7","7.0000","7","7"
"Sub-Saharan Africa","Nigeria","Borno","Awonori","1","7","7.0000","7","7","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Awulari","1","8","8.0000","8","8","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Azare","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Azur","1","5","5.0000","5","5","9","9.0000","9","9"
"Sub-Saharan Africa","Nigeria","Borno","Baga","2","10","5.0000","9","1","12","6.0000","12","0"
"Sub-Saharan Africa","Nigeria","Borno","Balbelu","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Bale Shuwa","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Balile","1","25","25.0000","25","25","30","30.0000","30","30"
"Sub-Saharan Africa","Nigeria","Borno","Bama","5","33","6.6000","27","0","22","4.4000","12","0"
"Sub-Saharan Africa","Nigeria","Borno","Bama district","1","5","5.0000","5","5","14","14.0000","14","14"
"Sub-Saharan Africa","Nigeria","Borno","Banki","6","29","4.8333","11","2","8","1.3333","4","0"
"Sub-Saharan Africa","Nigeria","Borno","Bayan-Dutse","1","11","11.0000","11","11","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Belbelu","1","6","6.0000","6","6","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Borno","Beni Sheikh","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Beni Shiek","1","5","5.0000","5","5","15","15.0000","15","15"
"Sub-Saharan Africa","Nigeria","Borno","Bitta","1","1","1.0000","1","1","8","8.0000","8","8"
"Sub-Saharan Africa","Nigeria","Borno","Biu","8","15","1.8750","8","0","24","3.0000","20","0"
"Sub-Saharan Africa","Nigeria","Borno","Biu district","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Boftari","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Bulabuli-Pegin Barawa","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Bulabulin","2","12","6.0000","9","3","5","2.5000","5","0"
"Sub-Saharan Africa","Nigeria","Borno","Bulabulin Ngaura","1","9","9.0000","9","9","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Buratai","4","48","12.0000","23","2","46","11.5000","32","3"
"Sub-Saharan Africa","Nigeria","Borno","Chibok","4","9","2.2500","5","0","21","5.2500","10","0"
"Sub-Saharan Africa","Nigeria","Borno","Chibok district","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Chukongudo","1","25","25.0000","25","25","24","24.0000","24","24"
"Sub-Saharan Africa","Nigeria","Borno","Daku","1","15","15.0000","15","15","24","24.0000","24","24"
"Sub-Saharan Africa","Nigeria","Borno","Dalori","3","11","3.6667","6","2","5","1.6667","4","0"
"Sub-Saharan Africa","Nigeria","Borno","Dalwa","1","3","3.0000","3","3","6","6.0000","6","6"
"Sub-Saharan Africa","Nigeria","Borno","Damasak","1","5","5.0000","5","5","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Damboa","9","62","6.8889","18","0","13","1.4444","12","0"
"Sub-Saharan Africa","Nigeria","Borno","Damboa district","4","50","12.5000","37","2","47","11.7500","35","1"
"Sub-Saharan Africa","Nigeria","Borno","Dasa","1","9","9.0000","9","9","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Debiro","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Dhimankara","1","10","10.0000","10","10","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Dikwa","5","14","2.8000","6","2","5","1.0000","3","0"
"Sub-Saharan Africa","Nigeria","Borno","Dille","2","58","29.0000","57","1","38","19.0000","38","0"
"Sub-Saharan Africa","Nigeria","Borno","Doron Baga","1","48","48.0000","48","48","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Duwabayi","1","13","13.0000","13","13","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Foyi","1","6","6.0000","6","6","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Freetown","1","0","0.0000","0","0","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Borno","Gajiganna","2","3","1.5000","3","0","1","0.5000","1","0"
"Sub-Saharan Africa","Nigeria","Borno","Gambaru","2","21","10.5000","14","7","11","5.5000","11","0"
"Sub-Saharan Africa","Nigeria","Borno","Gamboru","6","22","3.6667","15","0","13","2.1667","6","0"
"Sub-Saharan Africa","Nigeria","Borno","Gamboru Ngala","7","2","0.2857","2","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Garkida","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Garunda","1","18","18.0000","18","18","14","14.0000","14","14"
"Sub-Saharan Africa","Nigeria","Borno","Ghwaa","1","0","0.0000","0","0","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Borno","Goniambari","1","6","6.0000","6","6","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Borno","Goniri","1","18","18.0000","18","18","12","12.0000","12","12"
"Sub-Saharan Africa","Nigeria","Borno","Goram","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Gubdori","1","4","4.0000","4","4","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Gudugum","1","10","10.0000","10","10","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Gula","1","14","14.0000","14","14","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Gulumba Gana","1","2","2.0000","2","2","4","4.0000","4","4"
"Sub-Saharan Africa","Nigeria","Borno","Gumsuri","1","14","14.0000","14","14","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Gur","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Gwoshe","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Gwoza","9","21","2.3333","9","0","8","0.8889","3","0"
"Sub-Saharan Africa","Nigeria","Borno","Gwoza district","4","17","4.2500","7","0","12","3.0000","9","0"
"Sub-Saharan Africa","Nigeria","Borno","Hambagda","1","5","5.0000","5","5","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Hawul district","1","22","22.0000","22","22","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Hong","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Huyim","1","9","9.0000","9","9","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Huyum","3","23","7.6667","15","3","8","2.6667","7","0"
"Sub-Saharan Africa","Nigeria","Borno","Izghe","2","13","6.5000","9","4","1","0.5000","1","0"
"Sub-Saharan Africa","Nigeria","Borno","Jakana","1","13","13.0000","13","13","9","9.0000","9","9"
"Sub-Saharan Africa","Nigeria","Borno","Jatori","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Jere district","1","9","9.0000","9","9","15","15.0000","15","15"
"Sub-Saharan Africa","Nigeria","Borno","Jiddari Polo","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Jos","1","2","2.0000","2","2","41","41.0000","41","41"
"Sub-Saharan Africa","Nigeria","Borno","Kalabalge district","1","25","25.0000","25","25","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kalla","1","12","12.0000","12","12","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Kallali","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kamuya","2","7","3.5000","7","0","13","6.5000","11","2"
"Sub-Saharan Africa","Nigeria","Borno","Karbutu","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kawuri","1","5","5.0000","5","5","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kaya","1","7","7.0000","7","7","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kayamla","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kesa Kura","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kimba","1","13","13.0000","13","13","17","17.0000","17","17"
"Sub-Saharan Africa","Nigeria","Borno","Kirawa","1","48","48.0000","48","48","101","101.0000","101","101"
"Sub-Saharan Africa","Nigeria","Borno","Kofa","2","9","4.5000","6","3","24","12.0000","24","0"
"Sub-Saharan Africa","Nigeria","Borno","Koibe","1","2","2.0000","2","2","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Komdi","1","3","3.0000","3","3","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Konduga","11","108","9.8182","52","0","158","14.3636","50","0"
"Sub-Saharan Africa","Nigeria","Borno","Korongilim","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Korongilum","1","12","12.0000","12","12","11","11.0000","11","11"
"Sub-Saharan Africa","Nigeria","Borno","Koshebe","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kotera","1","5","5.0000","5","5","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kukawa","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kukawa district","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kulukawuya","1","1","1.0000","1","1","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Kumala","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kumshe","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kuranabasa","1","10","10.0000","10","10","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kwajaffa","2","25","12.5000","25","0","30","15.0000","30","0"
"Sub-Saharan Africa","Nigeria","Borno","Kwatara","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Kwaya Kusar district","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Limankara","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Lingis","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Logomani","1","19","19.0000","19","19","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Madayi","1","7","7.0000","7","7","15","15.0000","15","15"
"Sub-Saharan Africa","Nigeria","Borno","Mafa","5","18","3.6000","10","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Magumeri","1","4","4.0000","4","4","9","9.0000","9","9"
"Sub-Saharan Africa","Nigeria","Borno","Magumeri district","1","6","6.0000","6","6","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Maiduguri","160","784","4.9000","65","0","908","5.6750","98","0"
"Sub-Saharan Africa","Nigeria","Borno","Mainari","1","8","8.0000","8","8","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Mainok","2","11","5.5000","11","0","2","1.0000","2","0"
"Sub-Saharan Africa","Nigeria","Borno","Mairari","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Mairi","2","6","3.0000","4","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Maiwa","1","25","25.0000","25","25",NULL,NULL,NULL,NULL
"Sub-Saharan Africa","Nigeria","Borno","Makalama","2","1","0.5000","1","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Makandari","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Malari","3","18","6.0000","13","0","27","9.0000","27","0"
"Sub-Saharan Africa","Nigeria","Borno","Mallan","2","5","2.5000","3","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Mammanti","1","1","1.0000","1","1","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Borno","Mangari","1","3","3.0000","3","3","7","7.0000","7","7"
"Sub-Saharan Africa","Nigeria","Borno","Mangugum","1","6","6.0000","6","6","40","40.0000","40","40"
"Sub-Saharan Africa","Nigeria","Borno","Manjakwa","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Manjita","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Marfunudi","1","24","24.0000","24","24","8","8.0000","8","8"
"Sub-Saharan Africa","Nigeria","Borno","Marte","5","9","1.8000","6","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Marte district","1","4","4.0000","4","4","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Mashamari","1","3","3.0000","3","3","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Mbuta","1","9","9.0000","9","9","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Meringa","1","25","25.0000","25","25","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Mifa","1","2","2.0000","2","2","6","6.0000","6","6"
"Sub-Saharan Africa","Nigeria","Borno","Mirga","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Mitile","2","201","100.5000","118","83","16","8.0000","16","16"
"Sub-Saharan Africa","Nigeria","Borno","Molai","1","4","4.0000","4","4","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Muna Delti","1","1","1.0000","1","1","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Borno","Muna Gari","1","5","5.0000","5","5","7","7.0000","7","7"
"Sub-Saharan Africa","Nigeria","Borno","Musari","1","15","15.0000","15","15","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Mussa","2","10","5.0000","9","1","80","40.0000","40","40"
"Sub-Saharan Africa","Nigeria","Borno","Mussini","2","11","5.5000","6","5","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Mustafanari","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Nchiha","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Ngala","6","14","2.3333","7","0","5","0.8333","5","0"
"Sub-Saharan Africa","Nigeria","Borno","Ngala district","2","28","14.0000","14","14","11","5.5000","6","5"
"Sub-Saharan Africa","Nigeria","Borno","Ngala district.","1","3","3.0000","3","3","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Ngom","1","41","41.0000","41","41","16","16.0000","16","16"
"Sub-Saharan Africa","Nigeria","Borno","Nwajurko","1","4","4.0000","4","4","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Pela Birni","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Pelachiroma","1","4","4.0000","4","4","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Pulka","1","11","11.0000","11","11","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Borno","Ramin Aljanu","1","30","30.0000","30","30","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Rann","3","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Rumurigo","1","3","3.0000","3","3","7","7.0000","7","7"
"Sub-Saharan Africa","Nigeria","Borno","Sabon Gari","2","19","9.5000","10","9","5","2.5000","5","0"
"Sub-Saharan Africa","Nigeria","Borno","Saha","1","6","6.0000","6","6","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Shani","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Shetimari","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Shuwari Buri","1","5","5.0000","5","5","6","6.0000","6","6"
"Sub-Saharan Africa","Nigeria","Borno","Takaskala","1","1","1.0000","1","1","4","4.0000","4","4"
"Sub-Saharan Africa","Nigeria","Borno","Tashan Alade","2","3","1.5000","3","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Tungushe","1","6","6.0000","6","6","6","6.0000","6","6"
"Sub-Saharan Africa","Nigeria","Borno","Tunyan","1","2","2.0000","2","2","5","5.0000","5","5"
"Sub-Saharan Africa","Nigeria","Borno","Unknown","9","51","5.6667","15","0","44","4.8889","19","0"
"Sub-Saharan Africa","Nigeria","Borno","Ville","1","10","10.0000","10","10","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Wajirko","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Wajriko","1","4","4.0000","4","4","6","6.0000","6","6"
"Sub-Saharan Africa","Nigeria","Borno","Walama","2","3","1.5000","2","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Wasada","2","2","1.0000","2","0","5","2.5000","5","0"
"Sub-Saharan Africa","Nigeria","Borno","Wumbi","2","5","2.5000","3","2","11","5.5000","11","0"
"Sub-Saharan Africa","Nigeria","Borno","Wumyeduga","1","4","4.0000","4","4","11","11.0000","11","11"
"Sub-Saharan Africa","Nigeria","Borno","Wurojene","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Borno","Yazza","1","3","3.0000","3","3","9","9.0000","9","9"
"Sub-Saharan Africa","Nigeria","Borno","Zabarmari","2","15","7.5000","13","2","101","50.5000","101","0"
"Sub-Saharan Africa","Nigeria","Cross River","Adadama","1","11","11.0000","11","11","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Cross River","Calabar","3","3","1.0000","2","0","8","2.6667","7","0"
"Sub-Saharan Africa","Nigeria","Cross River","Calabar district","1","2","2.0000","2","2","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Abiteye","2","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Abraka","2","3","1.5000","3","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Agbor","1","0","0.0000","0","0","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Delta","Asaba","1","0","0.0000","0","0","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Delta","Batan","6","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Beniboye","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Boji Boji","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Buruto","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Burutu","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Effurun","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Egwa","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Eku","1","1","1.0000","1","1","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Delta","Escravos","5","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Escravos district","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Ethiope East district","2","0","0.0000","0","0","1","0.5000","1","0"
"Sub-Saharan Africa","Nigeria","Delta","Forcados","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Isoko North district","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Iwhrekan","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Kantu","1","5","5.0000","5","5","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Kokori","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Kurutie","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Makaraba","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Obomkpa","1","0","0.0000","0","0","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Delta","Odimodi","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Ogbe Ijoh","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Okpanam","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Okuokoko","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Oleh","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Onicha-Olona","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Orhuwhorun","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Otu-Jeremi","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Owhrode","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Sapele","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Shalomi Creek","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Ughelli","8","1","0.1250","1","0","3","0.3750","3","0"
"Sub-Saharan Africa","Nigeria","Delta","Ughelli district","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Ughelli North district","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Umuachi Afor","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Unenurhie","1","0","0.0000","0","0","7","7.0000","7","7"
"Sub-Saharan Africa","Nigeria","Delta","Unknown","10","1","0.1000","1","0","1","0.1000","1","0"
"Sub-Saharan Africa","Nigeria","Delta","Usor","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Utorogu","2","3","1.5000","3","0","5","2.5000","5","0"
"Sub-Saharan Africa","Nigeria","Delta","Warri","16","21","1.3125","18","0","33","2.0625","30","0"
"Sub-Saharan Africa","Nigeria","Delta","Warri district","1","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Warri North district","3","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Delta","Warri South district","3","6","2.0000","6","0","1","0.3333","1","0"
"Sub-Saharan Africa","Nigeria","Delta","Warri South-West district","4","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Ebonyi","Abakaliki","3","0","0.0000","0","0","3","1.0000","3","0"
"Sub-Saharan Africa","Nigeria","Ebonyi","Noyo","1","0","0.0000","0","0","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Ebonyi","Ohaukwu district","2","0","0.0000","0","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Edo","Abudu","1","1","1.0000","1","1","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Edo","Akoko-Edo district","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Edo","Benin City","4","1","0.2500","1","0","1","0.2500","1","0"
"Sub-Saharan Africa","Nigeria","Edo","Iyanomo","1","0","0.0000","0","0","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Edo","Ovia South-West district","1","1","1.0000","1","1","3","3.0000","3","3"
"Sub-Saharan Africa","Nigeria","Edo","Unknown","2","1","0.5000","1","0","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Ekiti","Ado Ekiti","1","0","0.0000","0","0","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Ekiti","Ado-Ekiti","4","2","0.5000","1","0","7","1.7500","7","0"
"Sub-Saharan Africa","Nigeria","Ekiti","Ido","1","1","1.0000","1","1","2","2.0000","2","2"
"Sub-Saharan Africa","Nigeria","Ekiti","Ijan Ekiti","1","1","1.0000","1","1","0","0.0000","0","0"
"Sub-Saharan Africa","Nigeria","Enugu","Abbi","1","2","2.0000","2","2","19","19.0000","19","19"
"Sub-Saharan Africa","Nigeria","Enugu","Abia","1","2","2.0000","2","2","1","1.0000","1","1"
"Sub-Saharan Africa","Nigeria","Enugu","Enugu","3","3","1.0000","3","0","3","1.0000","2","0"
